"breakdownTime";"employees";"siteTraffic";"errorCode";"topic";"hoursToImprove"
"2021-02-18";26;924126;"404-S1";"mathematics";22,4
"2019-01-08";16;103837;"400-S1";"mathematics";14,6
"2022-10-15";29;961819;"403-S2";"mathematics";14,7
"2020-10-28";28;148913;"404-S1";"mathematics";22,4
"2022-03-29";7;292322;"403-S2";"medicine";34,9
"2021-10-15";23;300506;"403-S1";"mathematics";14,4
"2022-01-30";12;151534;"404-S2";"medicine";41,7
"2021-03-06";23;401614;"403-S1";"economics";22,4
"2019-06-16";17;213494;"403-S1";"mathematics";14,6
"2019-10-23";26;256902;"404-S1";"mathematics";22,4
"2021-06-29";19;687243;"403-S1";"mathematics";14,5
"2022-08-15";11;761864;"404-S1";"medicine";40,9
"2021-03-12";30;632281;"404-S1";"medicine";40,3
"2022-08-02";27;866003;"403-S1";"mathematics";14,4
"2022-06-23";8;529403;"403-S2";"mathematics";16,5
"2022-10-15";5;386275;"404-S1";"economics";32
"2018-07-04";30;904555;"400-S1";"mathematics";14,3
"2019-12-04";8;633804;"400-S1";"mathematics";15,3
"2018-02-08";23;610467;"403-S1";"medicine";32,4
"2022-04-30";18;527420;"400-S1";"mathematics";14,6
"2022-10-02";14;272330;"403-S1";"medicine";32,7
"2019-10-03";14;470155;"404-S2";"medicine";41,4
"2022-03-08";6;728296;"403-S2";"economics";25,3
"2020-08-11";10;577463;"403-S2";"mathematics";16
"2019-09-26";19;577529;"400-S1";"medicine";32,5
"2020-08-18";25;180276;"403-S1";"mathematics";14,4
"2018-03-06";15;466235;"404-S1";"mathematics";22,7
"2022-10-25";10;900479;"404-S2";"mathematics";24
"2019-12-30";6;117419;"403-S2";"economics";25,3
"2022-05-27";21;500522;"403-S2";"economics";23
"2020-04-27";21;331981;"403-S1";"economics";22,5
"2020-11-28";15;817027;"403-S1";"mathematics";14,7
"2018-01-28";6;238534;"404-S2";"mathematics";25,3
"2021-03-13";5;151996;"404-S1";"mathematics";24
"2021-03-02";20;356853;"403-S1";"mathematics";14,5
"2019-05-27";23;882570;"404-S1";"economics";30,4
"2022-09-05";28;747149;"404-S1";"mathematics";22,4
"2020-10-01";6;491041;"404-S1";"mathematics";23,7
"2020-05-16";26;242761;"403-S2";"mathematics";14,8
"2021-12-20";28;100784;"403-S2";"economics";22,7
"2022-02-24";28;509214;"404-S1";"mathematics";22,4
"2019-03-17";12;524405;"403-S1";"mathematics";14,8
"2020-08-09";5;20780;"403-S1";"medicine";34
"2019-10-27";7;701671;"404-S2";"economics";32,9
"2022-12-30";26;962153;"400-S1";"mathematics";14,4
"2022-04-24";6;850815;"404-S1";"mathematics";23,7
"2022-11-13";5;414553;"404-S2";"mathematics";26
"2020-02-23";30;412362;"403-S1";"mathematics";14,3
"2020-01-04";21;847595;"404-S1";"mathematics";22,5
"2022-08-02";12;133753;"404-S2";"medicine";41,7
"2022-09-06";25;96836;"403-S1";"economics";22,4
"2019-12-24";19;23796;"403-S2";"economics";23,1
"2018-01-29";9;155312;"404-S2";"economics";32,2
"2019-05-02";28;330277;"403-S2";"economics";22,7
"2018-03-12";9;384041;"404-S1";"mathematics";23,1
"2019-08-14";30;548065;"404-S1";"economics";30,3
"2022-08-20";18;492658;"403-S2";"mathematics";15,1
"2020-04-18";11;642717;"404-S1";"medicine";40,9
"2018-06-21";26;287769;"404-S2";"medicine";40,8
"2018-07-16";26;974052;"403-S1";"economics";22,4
"2019-11-19";14;824306;"403-S2";"economics";23,4
"2018-10-05";21;802439;"404-S1";"economics";30,5
"2022-09-16";18;324725;"404-S1";"medicine";40,6
"2020-10-20";9;449971;"400-S1";"mathematics";15,1
"2018-02-26";26;705348;"404-S1";"mathematics";22,4
"2020-03-12";8;795472;"400-S2";"economics";24,5
"2019-07-30";22;645494;"404-S2";"medicine";40,9
"2022-04-01";9;72259;"404-S1";"mathematics";23,1
"2021-12-16";5;924243;"403-S1";"economics";24
"2022-08-13";16;129402;"404-S1";"economics";30,6
"2018-08-16";30;683846;"404-S1";"economics";30,3
"2022-04-21";23;398574;"404-S1";"economics";30,4
"2019-01-05";21;467058;"400-S2";"economics";23
"2022-12-13";23;605376;"404-S1";"medicine";40,4
"2021-12-01";25;477240;"404-S1";"mathematics";22,4
"2020-03-10";21;632871;"400-S1";"mathematics";14,5
"2021-05-21";20;967129;"404-S1";"mathematics";22,5
"2019-10-11";15;752317;"400-S2";"economics";23,3
"2021-10-07";19;904493;"404-S2";"mathematics";23,1
"2021-06-03";12;37186;"400-S2";"mathematics";15,7
"2021-05-05";20;161751;"404-S2";"medicine";41
"2021-02-07";6;725569;"403-S1";"mathematics";15,7
"2022-11-20";8;695596;"404-S1";"economics";31,3
"2021-09-30";13;32497;"403-S1";"mathematics";14,8
"2020-03-23";21;867309;"400-S1";"economics";22,5
"2018-08-19";8;767025;"404-S1";"mathematics";23,3
"2019-02-24";5;165365;"404-S1";"economics";32
"2019-05-06";14;31603;"404-S1";"mathematics";22,7
"2022-10-29";25;574745;"400-S1";"mathematics";14,4
"2020-02-21";5;878866;"404-S1";"mathematics";24
"2021-08-05";13;875492;"404-S1";"mathematics";22,8
"2022-12-28";14;31346;"404-S2";"mathematics";23,4
"2021-09-08";21;46767;"403-S1";"economics";22,5
"2018-08-11";27;811849;"403-S1";"mathematics";14,4
"2021-07-08";30;219546;"403-S1";"economics";22,3
"2018-11-18";11;875420;"403-S1";"mathematics";14,9
"2020-07-22";23;906524;"400-S2";"medicine";32,9
"2019-04-05";23;367893;"403-S2";"economics";22,9
"2020-11-24";19;994863;"404-S1";"medicine";40,5
"2021-10-14";30;74008;"403-S2";"medicine";32,7
"2022-07-31";7;211555;"400-S2";"economics";24,9
"2021-01-11";25;159681;"404-S1";"mathematics";22,4
"2018-10-04";15;62897;"403-S1";"mathematics";14,7
"2018-06-22";5;368390;"403-S2";"mathematics";18
"2018-05-16";12;544132;"404-S1";"mathematics";22,8
"2022-07-20";26;288857;"400-S2";"medicine";32,8
"2022-01-10";26;747024;"404-S1";"medicine";40,4
"2022-12-23";24;34023;"404-S1";"mathematics";22,4
"2020-09-20";8;368266;"403-S1";"economics";23,3
"2019-01-11";8;783640;"400-S1";"economics";23,3
"2020-10-27";27;973765;"403-S2";"mathematics";14,7
"2021-07-23";16;453788;"403-S1";"mathematics";14,6
"2018-04-02";6;603485;"400-S1";"mathematics";15,7
"2018-11-27";6;245168;"404-S1";"medicine";41,7
"2021-05-10";6;786315;"403-S1";"economics";23,7
"2021-10-08";5;22448;"403-S1";"economics";24
"2019-07-27";22;596010;"403-S1";"mathematics";14,5
"2021-07-07";8;353535;"400-S1";"medicine";33,3
"2018-10-15";7;126695;"404-S1";"medicine";41,4
"2020-02-03";20;515765;"403-S2";"economics";23
"2019-11-10";18;973097;"404-S2";"mathematics";23,1
"2020-01-21";24;795734;"400-S1";"mathematics";14,4
"2021-11-25";20;508595;"400-S1";"medicine";32,5
"2018-12-25";18;355045;"403-S2";"economics";23,1
"2018-04-13";8;319467;"404-S2";"economics";32,5
"2022-06-15";15;835433;"403-S2";"medicine";33,3
"2021-07-16";11;743836;"400-S2";"mathematics";15,8
"2020-01-18";15;757234;"400-S2";"economics";23,3
"2018-02-27";5;351082;"403-S1";"mathematics";16
"2022-04-12";13;903745;"403-S1";"mathematics";14,8
"2021-02-09";18;341204;"404-S2";"mathematics";23,1
"2019-03-09";7;355105;"404-S2";"mathematics";24,9
"2019-01-01";9;133572;"403-S1";"mathematics";15,1
"2021-04-08";22;420425;"403-S2";"economics";22,9
"2019-10-24";15;209504;"404-S1";"economics";30,7
"2022-11-20";23;392919;"404-S1";"mathematics";22,4
"2019-12-11";7;691303;"404-S1";"economics";31,4
"2021-03-02";27;252719;"404-S2";"medicine";40,7
"2018-08-03";24;676562;"400-S2";"mathematics";14,8
"2021-07-29";21;398496;"400-S2";"medicine";33
"2020-04-14";16;971479;"404-S2";"mathematics";23,3
"2019-04-26";20;779882;"404-S1";"economics";30,5
"2022-01-19";13;584790;"404-S2";"economics";31,5
"2021-11-23";6;102487;"404-S1";"mathematics";23,7
"2018-12-19";8;244483;"403-S1";"mathematics";15,3
"2018-08-03";15;944756;"403-S1";"mathematics";14,7
"2020-12-28";5;641288;"404-S1";"economics";32
"2021-11-24";13;387393;"404-S1";"mathematics";22,8
"2018-07-09";14;988868;"403-S1";"medicine";32,7
"2022-01-08";12;302890;"403-S1";"mathematics";14,8
"2021-11-24";28;84822;"404-S1";"economics";30,4
"2022-11-29";28;239371;"403-S1";"mathematics";14,4
"2019-10-21";24;690279;"400-S1";"economics";22,4
"2019-09-11";21;450077;"403-S1";"medicine";32,5
"2022-12-13";22;911783;"403-S2";"economics";22,9
"2019-03-04";8;486293;"403-S2";"mathematics";16,5
"2022-05-11";29;633438;"404-S2";"economics";30,7
"2021-04-03";16;420293;"403-S1";"mathematics";14,6
"2020-01-21";14;690466;"403-S1";"medicine";32,7
"2021-11-29";17;990831;"403-S1";"mathematics";14,6
"2019-12-27";26;682823;"404-S2";"mathematics";22,8
"2020-07-29";30;765694;"400-S1";"mathematics";14,3
"2022-10-09";11;497020;"403-S2";"medicine";33,8
"2018-10-14";5;73456;"400-S1";"medicine";34
"2021-07-02";21;142338;"404-S1";"medicine";40,5
"2022-06-30";11;506332;"404-S2";"economics";31,8
"2019-04-01";23;337831;"404-S1";"mathematics";22,4
"2021-06-19";17;771271;"400-S1";"medicine";32,6
"2018-05-06";7;413355;"403-S1";"economics";23,4
"2022-11-26";24;725705;"403-S1";"medicine";32,4
"2020-08-18";28;760390;"400-S2";"medicine";32,7
"2020-02-25";22;93038;"404-S2";"economics";30,9
"2022-07-30";15;903746;"403-S2";"mathematics";15,3
"2020-01-18";6;25972;"404-S1";"economics";31,7
"2020-11-30";25;602346;"404-S1";"economics";30,4
"2019-05-09";5;811712;"403-S1";"medicine";34
"2021-06-03";18;32456;"403-S1";"medicine";32,6
"2019-07-04";10;455480;"403-S1";"mathematics";15
"2018-05-27";22;581793;"404-S1";"mathematics";22,5
"2018-11-19";23;539371;"403-S1";"economics";22,4
"2018-06-04";26;300199;"404-S1";"medicine";40,4
"2018-06-30";30;98254;"404-S1";"medicine";40,3
"2021-12-25";20;700013;"404-S2";"mathematics";23
"2022-12-17";9;231273;"404-S1";"mathematics";23,1
"2022-01-12";14;217864;"403-S1";"mathematics";14,7
"2018-07-15";27;490327;"403-S2";"mathematics";14,7
"2020-10-22";5;379527;"404-S1";"mathematics";24
"2019-06-07";16;71543;"404-S2";"mathematics";23,3
"2018-09-12";21;890518;"403-S1";"economics";22,5
"2019-01-22";12;622086;"403-S1";"economics";22,8
"2021-10-01";22;663124;"403-S1";"mathematics";14,5
"2018-11-16";10;754347;"404-S2";"economics";32
"2018-09-04";21;605975;"404-S2";"medicine";41
"2020-05-08";23;944211;"404-S2";"medicine";40,9
"2019-07-15";7;43857;"404-S1";"economics";31,4
"2022-02-24";7;621043;"404-S1";"mathematics";23,4
"2019-12-13";23;190477;"400-S1";"mathematics";14,4
"2021-01-30";29;351906;"403-S2";"mathematics";14,7
"2021-10-20";21;103873;"403-S1";"mathematics";14,5
"2018-02-22";14;601746;"404-S2";"economics";31,4
"2022-03-23";25;763282;"403-S1";"economics";22,4
"2021-07-28";16;325786;"403-S1";"economics";22,6
"2019-07-02";15;232440;"404-S1";"mathematics";22,7
"2021-11-29";25;561376;"404-S1";"mathematics";22,4
"2021-03-28";13;566321;"403-S1";"economics";22,8
"2021-11-28";21;709579;"404-S2";"mathematics";23
"2021-08-09";13;139627;"404-S1";"medicine";40,8
"2022-11-08";12;643920;"403-S1";"economics";22,8
"2021-07-22";19;187214;"403-S2";"mathematics";15,1
"2021-10-11";19;93141;"403-S2";"mathematics";15,1
"2021-08-29";18;538107;"404-S1";"mathematics";22,6
"2020-06-13";12;108911;"403-S2";"mathematics";15,7
"2018-02-15";7;50036;"403-S2";"mathematics";16,9
"2019-12-01";15;494972;"400-S1";"mathematics";14,7
"2020-08-14";20;692402;"404-S2";"medicine";41
"2019-06-03";30;267397;"404-S1";"mathematics";22,3
"2020-11-25";28;962267;"403-S1";"economics";22,4
"2019-05-07";10;937902;"400-S1";"mathematics";15
"2020-02-25";15;971903;"404-S2";"economics";31,3
"2019-07-21";13;163868;"400-S1";"mathematics";14,8
"2021-06-05";14;925746;"403-S1";"mathematics";14,7
"2021-09-09";17;60673;"400-S1";"economics";22,6
"2019-10-16";23;783342;"403-S2";"medicine";32,9
"2020-11-03";21;682575;"400-S2";"mathematics";15
"2021-02-02";23;203179;"400-S2";"mathematics";14,9
"2022-05-15";20;318029;"403-S1";"medicine";32,5
"2020-02-01";21;870099;"404-S1";"mathematics";22,5
"2021-05-09";5;250653;"404-S2";"mathematics";26
"2019-06-05";22;679347;"404-S1";"medicine";40,5
"2022-07-15";21;160364;"404-S1";"economics";30,5
"2022-11-28";30;362710;"403-S1";"mathematics";14,3
"2018-05-03";22;740136;"404-S1";"mathematics";22,5
"2019-11-21";7;849809;"404-S1";"medicine";41,4
"2021-07-30";30;374600;"403-S1";"medicine";32,3
"2021-09-23";16;404300;"404-S1";"medicine";40,6
"2019-07-14";25;584717;"403-S1";"economics";22,4
"2021-06-07";14;946320;"404-S1";"medicine";40,7
"2021-11-22";5;429113;"404-S1";"medicine";42
"2019-11-11";9;751445;"403-S2";"mathematics";16,2
"2022-01-08";14;354847;"400-S1";"medicine";32,7
"2020-02-02";9;805363;"404-S2";"mathematics";24,2
"2022-10-23";24;73821;"400-S1";"economics";22,4
"2019-09-14";5;502899;"400-S2";"mathematics";18
"2021-07-26";6;527084;"403-S1";"mathematics";15,7
"2022-06-16";11;639431;"403-S2";"mathematics";15,8
"2022-01-13";6;550853;"404-S1";"medicine";41,7
"2019-07-16";28;648893;"403-S2";"economics";22,7
"2021-07-01";29;329592;"403-S2";"mathematics";14,7
"2021-06-12";12;39353;"403-S1";"mathematics";14,8
"2022-06-27";14;843203;"403-S1";"mathematics";14,7
"2020-02-13";6;275576;"404-S1";"mathematics";23,7
"2021-07-24";30;243684;"403-S1";"medicine";32,3
"2018-08-20";11;635670;"404-S2";"medicine";41,8
"2021-12-30";30;820897;"404-S1";"mathematics";22,3
"2019-02-11";27;562535;"403-S2";"economics";22,7
"2022-09-22";10;132940;"403-S1";"mathematics";15
"2018-01-17";24;44300;"404-S2";"mathematics";22,8
"2019-10-12";16;404881;"403-S2";"mathematics";15,3
"2021-10-21";17;112137;"400-S1";"economics";22,6
"2020-03-10";17;700585;"403-S1";"economics";22,6
"2019-06-19";28;454710;"404-S1";"mathematics";22,4
"2019-05-20";28;314816;"400-S2";"medicine";32,7
"2019-04-14";22;514515;"403-S1";"medicine";32,5
"2020-01-12";7;471038;"403-S1";"medicine";33,4
"2022-11-26";27;240888;"400-S2";"economics";22,7
"2018-08-24";23;666945;"403-S1";"mathematics";14,4
"2018-01-29";6;660012;"400-S1";"economics";23,7
"2018-08-14";8;495596;"404-S1";"mathematics";23,3
"2018-10-08";14;818010;"400-S1";"mathematics";14,7
"2021-07-01";11;417539;"403-S2";"mathematics";15,8
"2018-04-29";6;826189;"403-S1";"medicine";33,7
"2021-12-17";26;129816;"404-S2";"mathematics";22,8
"2018-06-29";20;938711;"404-S1";"mathematics";22,5
"2019-07-15";7;970110;"403-S1";"mathematics";15,4
"2020-11-15";17;41798;"403-S2";"economics";23,2
"2019-03-05";16;933595;"404-S1";"medicine";40,6
"2021-07-15";12;890661;"403-S1";"economics";22,8
"2021-06-04";21;440563;"403-S2";"economics";23
"2019-02-11";7;702149;"403-S2";"medicine";34,9
"2019-11-22";28;428029;"404-S1";"mathematics";22,4
"2018-05-10";11;623320;"403-S2";"mathematics";15,8
"2020-07-28";19;470116;"404-S1";"mathematics";22,5
"2021-04-12";8;69752;"403-S2";"mathematics";16,5
"2020-08-21";10;818284;"400-S2";"economics";24
"2022-05-28";9;285928;"400-S2";"mathematics";16,2
"2018-09-19";14;685404;"403-S1";"mathematics";14,7
"2019-03-04";26;311163;"400-S1";"economics";22,4
"2020-02-14";10;422847;"403-S2";"mathematics";16
"2019-06-24";8;411541;"404-S1";"mathematics";23,3
"2020-01-28";14;684931;"403-S2";"medicine";33,4
"2022-07-07";7;595841;"400-S2";"mathematics";16,9
"2021-06-14";21;552993;"404-S1";"mathematics";22,5
"2022-08-25";8;884028;"400-S2";"mathematics";16,5
"2020-10-23";27;5e+05;"400-S1";"mathematics";14,4
"2019-06-05";13;592579;"400-S2";"mathematics";15,5
"2021-03-26";25;186582;"404-S2";"mathematics";22,8
"2020-06-27";18;932206;"400-S2";"mathematics";15,1
"2021-03-23";22;725766;"404-S1";"medicine";40,5
"2018-03-19";15;976663;"403-S2";"mathematics";15,3
"2019-11-21";14;569264;"404-S1";"economics";30,7
"2019-11-02";10;656751;"403-S1";"mathematics";15
"2018-12-26";30;435040;"403-S1";"medicine";32,3
"2019-08-31";11;607322;"400-S1";"medicine";32,9
"2021-08-24";29;299787;"403-S2";"mathematics";14,7
"2021-02-15";30;742763;"404-S2";"economics";30,7
"2022-09-29";13;953451;"400-S2";"mathematics";15,5
"2020-01-15";19;907949;"403-S2";"mathematics";15,1
"2019-03-07";18;573485;"404-S1";"medicine";40,6
"2021-08-21";22;276999;"404-S1";"economics";30,5
"2022-08-05";18;209239;"404-S2";"mathematics";23,1
"2022-11-09";19;779189;"403-S1";"mathematics";14,5
"2022-01-20";19;343797;"400-S1";"mathematics";14,5
"2018-11-30";22;616145;"404-S1";"economics";30,5
"2022-04-03";30;484574;"403-S2";"mathematics";14,7
"2019-11-20";22;712672;"403-S1";"economics";22,5
"2022-05-26";25;448859;"400-S1";"medicine";32,4
"2022-10-10";18;486497;"404-S1";"medicine";40,6
"2018-09-24";26;820559;"404-S1";"mathematics";22,4
"2018-12-17";9;842740;"403-S2";"economics";24,2
"2022-03-21";5;763483;"400-S1";"economics";24
"2022-03-09";19;434069;"403-S2";"mathematics";15,1
"2020-09-09";5;426759;"404-S2";"mathematics";26
"2019-08-31";22;255880;"403-S2";"economics";22,9
"2018-05-20";15;249075;"404-S1";"medicine";40,7
"2020-12-16";6;656598;"403-S1";"medicine";33,7
"2021-11-17";11;599405;"403-S1";"economics";22,9
"2020-10-04";11;157556;"403-S1";"economics";22,9
"2021-05-24";19;994690;"404-S1";"mathematics";22,5
"2020-09-16";23;872506;"404-S2";"mathematics";22,9
"2020-11-05";18;478933;"403-S1";"medicine";32,6
"2020-10-24";25;696023;"403-S1";"economics";22,4
"2021-12-17";16;100995;"404-S2";"economics";31,3
"2018-01-29";17;669941;"404-S1";"economics";30,6
"2018-03-23";27;827453;"404-S1";"economics";30,4
"2019-12-26";19;847717;"403-S2";"medicine";33,1
"2019-10-24";25;950020;"404-S1";"mathematics";22,4
"2019-07-28";12;106954;"403-S2";"mathematics";15,7
"2022-01-27";20;275087;"404-S1";"mathematics";22,5
"2020-10-01";29;824949;"404-S1";"medicine";40,3
"2022-04-05";5;783259;"404-S1";"mathematics";24
"2020-10-14";17;687965;"403-S1";"mathematics";14,6
"2019-09-15";14;633440;"403-S1";"mathematics";14,7
"2019-08-11";24;956832;"403-S1";"mathematics";14,4
"2019-02-07";26;621375;"403-S1";"mathematics";14,4
"2019-11-09";16;261649;"404-S1";"economics";30,6
"2022-05-15";14;197016;"403-S1";"economics";22,7
"2020-10-22";28;161093;"403-S1";"mathematics";14,4
"2022-02-05";6;217761;"404-S2";"mathematics";25,3
"2022-01-30";22;779150;"404-S1";"economics";30,5
"2019-01-19";24;172832;"404-S1";"mathematics";22,4
"2018-07-25";21;929616;"400-S1";"economics";22,5
"2021-01-09";11;546981;"403-S1";"economics";22,9
"2019-03-12";22;645204;"404-S1";"mathematics";22,5
"2020-06-02";8;618331;"404-S1";"mathematics";23,3
"2019-03-07";16;923155;"400-S1";"economics";22,6
"2020-04-26";5;929955;"403-S2";"economics";26
"2018-02-22";26;233818;"403-S2";"economics";22,8
"2020-02-07";25;679147;"404-S1";"mathematics";22,4
"2021-07-02";22;656276;"403-S1";"economics";22,5
"2019-05-12";25;85413;"403-S1";"economics";22,4
"2019-08-08";28;868537;"404-S1";"mathematics";22,4
"2022-10-27";28;978829;"403-S1";"mathematics";14,4
"2019-08-03";30;603461;"403-S1";"economics";22,3
"2019-04-27";5;718083;"404-S1";"economics";32
"2020-03-01";5;982091;"404-S1";"economics";32
"2021-11-05";20;97778;"404-S2";"mathematics";23
"2020-10-30";15;340528;"404-S1";"mathematics";22,7
"2018-02-10";18;310347;"403-S1";"medicine";32,6
"2019-12-30";24;359302;"404-S1";"mathematics";22,4
"2020-09-17";13;638766;"403-S2";"economics";23,5
"2019-06-15";25;142667;"403-S2";"mathematics";14,8
"2022-01-21";28;529746;"404-S1";"mathematics";22,4
"2019-08-21";16;957317;"404-S1";"mathematics";22,6
"2022-10-22";6;996048;"403-S2";"mathematics";17,3
"2019-03-02";23;753779;"403-S1";"economics";22,4
"2019-10-03";16;82459;"403-S1";"mathematics";14,6
"2018-07-04";22;737184;"403-S1";"mathematics";14,5
"2019-03-19";25;909469;"404-S1";"mathematics";22,4
"2018-06-11";25;592762;"404-S2";"mathematics";22,8
"2020-10-01";30;495096;"403-S1";"mathematics";14,3
"2022-10-31";11;471154;"404-S1";"medicine";40,9
"2018-07-03";5;86726;"404-S1";"mathematics";24
"2019-08-24";21;305100;"403-S1";"mathematics";14,5
"2022-02-19";28;340435;"400-S1";"mathematics";14,4
"2022-10-18";29;893791;"404-S1";"economics";30,3
"2020-06-11";28;418931;"403-S1";"mathematics";14,4
"2019-02-01";12;216171;"403-S1";"mathematics";14,8
"2020-02-06";11;125746;"403-S1";"mathematics";14,9
"2019-04-21";5;956779;"403-S1";"mathematics";16
"2021-02-26";8;713219;"400-S1";"economics";23,3
"2021-11-29";20;498530;"403-S2";"mathematics";15
"2020-11-26";24;293293;"403-S2";"economics";22,8
"2018-03-04";30;751675;"404-S1";"economics";30,3
"2020-09-19";14;873688;"404-S1";"mathematics";22,7
"2019-10-17";7;650501;"403-S1";"economics";23,4
"2022-10-16";18;216438;"403-S2";"mathematics";15,1
"2021-01-01";18;203436;"403-S1";"economics";22,6
