"SaleDate"%"ItemDetails"%"BrandTier"%"SellerRating"%"DaysListed"%"ShippingMethod"%"DiscountApplied"%"FinalPrice"
"2023//06//28"%"Dress_VeryGood"%"Low"%4,26%15%"Economy"%"No"%"80.67 USD"
"2023//08//29"%"Dress_VeryGood"%"Low"%4,4%6%"Standard"%"Yes"%"101.51 USD"
"2023//06//04"%"Shoes_VeryGood"%"Low"%4,11%2%"Standard"%"No"%"89.02 USD"
"2023//07//26"%"Shoes_Fair"%"Mid"%4,67%5%"Economy"%"No"%"111.81 USD"
"2023//11//19"%"Shoes_VeryGood"%"Low"%5%32%"Standard"%"No"%"124.45 USD"
"2023//01//05"%"Shoes_New"%"Mid"%4,69%27%"Standard"%"No"%"149.2 USD"
"2023//01//18"%"Shoes_Fair"%"Mid"%4,62%8%"Standard"%"Yes"%"62.59 USD"
"2023//06//07"%"Shoes_Good"%"Low"%5%7%"Standard"%"No"%"98.43 USD"
"2023//07//22"%"Dress_New"%"Low"%4,54%3%"Economy"%"No"%"70.89 USD"
"2023//11//29"%"Shoes_VeryGood"%"Mid"%4,08%10%"Standard"%"No"%"91.93 USD"
"2023//03//24"%"Dress_Good"%"Mid"%4,91%23%"Standard"%"No"%"121.57 USD"
"2023//10//19"%"Shoes_VeryGood"%"Low"%3,93%12%"Standard"%"No"%"79.52 USD"
"2023//07//31"%"Jacket_VeryGood"%"Mid"%4,35%6%"Economy"%"Yes"%"130.72 USD"
"2023//11//11"%"Dress_New"%"Low"%4,58%6%"Economy"%"No"%"123.21 USD"
"2023//04//05"%"Shoes_VeryGood"%"Premium"%4,04%4%"Economy"%"No"%"170.8 USD"
"2023//01//17"%"Shoes_VeryGood"%"Mid"%3,79%6%"Economy"%"Yes"%"136.29 USD"
"2023//03//28"%"Shoes_New"%"Mid"%4,86%5%"Economy"%"Yes"%"143.96 USD"
"2023//04//15"%"Dress_VeryGood"%"Low"%3,93%13%"Standard"%"Yes"%"81.64 USD"
"2023//05//22"%"Dress_Fair"%"Low"%4,39%8%"Standard"%"Yes"%"38.24 USD"
"2023//05//19"%"Shoes_Good"%"Mid"%4,43%15%"Standard"%"No"%"126.72 USD"
"2023//02//23"%"Shoes_Good"%"Mid"%3,66%16%"Economy"%"No"%"93.32 USD"
"2023//05//13"%"Shoes_VeryGood"%"Low"%3,99%5%"Standard"%"No"%"92.63 USD"
"2023//05//06"%"Dress_VeryGood"%"Premium"%4,07%8%"Economy"%"No"%"161.8 USD"
"2023//10//26"%"Jacket_Good"%"Low"%4,03%29%"Economy"%"Yes"%"77.77 USD"
"2023//09//25"%"Shoes_Good"%"Mid"%4,52%3%"Economy"%"Yes"%"79.85 USD"
"2023//03//11"%"Jacket_New"%"Low"%3,96%11%"Economy"%"No"%"96.4 USD"
"2023//06//12"%"Jacket_VeryGood"%"Low"%4,52%18%"Economy"%"Yes"%"85.02 USD"
"2023//01//15"%"Dress_VeryGood"%"Low"%4,96%21%"Express"%"No"%"91.92 USD"
"2023//07//25"%"Accessories_VeryGood"%"Low"%3,93%15%"Express"%"No"%"46.78 USD"
"2023//09//30"%"Dress_Fair"%"Low"%3,73%9%"Economy"%"No"%"31.47 USD"
"2023//09//09"%"Jacket_New"%"Mid"%4,34%5%"Standard"%"No"%"144.28 USD"
"2023//03//12"%"Shoes_Good"%"Low"%4,45%14%"Standard"%"No"%"78.48 USD"
"2023//03//08"%"Accessories_VeryGood"%"Premium"%4,67%13%"Economy"%"No"%"67.4 USD"
"2023//01//09"%"Jacket_Good"%"Low"%4,38%9%"Standard"%"No"%"86.98 USD"
"2023//09//24"%"Dress_Fair"%"Premium"%3,32%14%"Standard"%"Yes"%"78.47 USD"
"2023//05//28"%"Shoes_New"%"Mid"%3,71%14%"Standard"%"No"%"138.07 USD"
"2023//06//26"%"Jacket_VeryGood"%"Low"%4,29%16%"Express"%"Yes"%"100.45 USD"
"2023//05//31"%"Dress_VeryGood"%"Mid"%4,75%21%"Standard"%"No"%"110.29 USD"
"2023//05//03"%"Jacket_Good"%"Low"%4,71%12%"Standard"%"Yes"%"81.71 USD"
"2023//06//24"%"Jacket_Good"%"Low"%3,88%5%"Express"%"Yes"%"63.47 USD"
"2023//08//16"%"Jacket_Good"%"Premium"%4,16%29%"Standard"%"No"%"145.46 USD"
"2023//04//24"%"Dress_VeryGood"%"Low"%4,42%7%"Economy"%"Yes"%"55.23 USD"
"2023//06//03"%"Dress_Good"%"Premium"%4,31%9%"Express"%"No"%"147.8 USD"
"2023//08//15"%"Jacket_VeryGood"%"Low"%4,9%5%"Express"%"Yes"%"101.83 USD"
"2023//09//01"%"Dress_VeryGood"%"Low"%4,29%9%"Standard"%"No"%"77.88 USD"
"2023//09//24"%"Jacket_VeryGood"%"Low"%4,18%10%"Economy"%"Yes"%"103.17 USD"
"2023//08//05"%"Jacket_VeryGood"%"Mid"%4,41%13%"Standard"%"No"%"110.15 USD"
"2023//11//29"%"Dress_VeryGood"%"Low"%4,01%13%"Economy"%"Yes"%"55.18 USD"
"2023//04//17"%"Dress_Good"%"Low"%3,24%16%"Standard"%"No"%"43.81 USD"
"2023//06//28"%"Accessories_VeryGood"%"Low"%4,39%14%"Economy"%"Yes"%"25.93 USD"
"2023//12//02"%"Jacket_Good"%"Mid"%4,38%3%"Standard"%"Yes"%"113.33 USD"
"2023//03//20"%"Dress_Good"%"Mid"%4,22%8%"Standard"%"Yes"%"77.87 USD"
"2023//05//29"%"Shoes_Good"%"Mid"%4,5%3%"Economy"%"No"%"78.13 USD"
"2023//04//05"%"Shoes_Fair"%"Low"%3,91%3%"Express"%"Yes"%"73.12 USD"
"2023//11//04"%"Dress_Good"%"Low"%4,34%10%"Standard"%"Yes"%"42.68 USD"
"2023//06//14"%"Accessories_New"%"Mid"%4,5%8%"Economy"%"No"%"56.19 USD"
"2023//11//23"%"Shoes_Good"%"Mid"%4,18%8%"Standard"%"No"%"114.55 USD"
"2023//01//31"%"Shoes_Fair"%"Mid"%4,15%6%"Standard"%"No"%"97.34 USD"
"2023//01//31"%"Accessories_VeryGood"%"Low"%4,39%3%"Standard"%"Yes"%"39.62 USD"
"2023//08//22"%"Dress_VeryGood"%"Premium"%4,52%4%"Standard"%"Yes"%"133.4 USD"
"2023//09//29"%"Shoes_Fair"%"Mid"%4,55%8%"Standard"%"No"%"52.81 USD"
"2023//01//11"%"Shoes_New"%"Low"%4,73%8%"Economy"%"No"%"82.26 USD"
"2023//05//17"%"Jacket_VeryGood"%"Premium"%4,38%21%"Economy"%"Yes"%"168.44 USD"
"2023//07//08"%"Dress_VeryGood"%"Low"%3,78%10%"Express"%"No"%"93.42 USD"
"2023//07//20"%"Accessories_Fair"%"Low"%4,7%11%"Standard"%"No"%"25.15 USD"
"2023//01//01"%"Accessories_VeryGood"%"Mid"%4,88%17%"Economy"%"No"%"61.44 USD"
"2023//06//27"%"Jacket_Good"%"Low"%4,35%12%"Economy"%"No"%"68.51 USD"
"2023//03//05"%"Jacket_New"%"Low"%4,82%15%"Standard"%"Yes"%"123.03 USD"
"2023//03//02"%"Accessories_VeryGood"%"Mid"%5%5%"Standard"%"No"%"46.61 USD"
"2023//06//11"%"Shoes_Good"%"Mid"%5%46%"Standard"%"No"%"113.62 USD"
"2023//01//28"%"Accessories_Good"%"Premium"%4,12%15%"Economy"%"No"%"9.46 USD"
"2023//08//25"%"Dress_Good"%"Mid"%3,86%15%"Standard"%"No"%"76.86 USD"
"2023//05//13"%"Jacket_Good"%"Mid"%4,39%4%"Express"%"No"%"122.2 USD"
"2023//08//04"%"Jacket_VeryGood"%"Mid"%4,6%3%"Economy"%"Yes"%"137.47 USD"
"2023//04//26"%"Jacket_VeryGood"%"Mid"%4,22%14%"Economy"%"No"%"135.48 USD"
"2023//09//16"%"Shoes_Good"%"Mid"%4,09%6%"Economy"%"No"%"106.68 USD"
"2023//05//13"%"Accessories_VeryGood"%"Low"%3,6%9%"Standard"%"No"%"25.51 USD"
"2023//07//19"%"Dress_VeryGood"%"Low"%4,73%15%"Standard"%"No"%"78.01 USD"
"2023//05//11"%"Jacket_VeryGood"%"Low"%4,19%34%"Economy"%"No"%"59.44 USD"
"2023//10//29"%"Jacket_Fair"%"Premium"%4,22%6%"Economy"%"No"%"107.02 USD"
"2023//11//14"%"Accessories_Good"%"Low"%4,06%11%"Standard"%"Yes"%"8.95 USD"
"2023//09//27"%"Shoes_VeryGood"%"Low"%4,27%10%"Economy"%"No"%"126.57 USD"
"2023//07//26"%"Accessories_Good"%"Low"%4,8%10%"Express"%"No"%"53.9 USD"
"2023//08//29"%"Dress_Good"%"Mid"%4,16%21%"Economy"%"No"%"86.52 USD"
"2023//03//23"%"Shoes_Good"%"Mid"%4,63%20%"Standard"%"Yes"%"117.43 USD"
"2023//05//03"%"Jacket_Fair"%"Low"%4,72%14%"Economy"%"Yes"%"55.65 USD"
"2023//11//29"%"Dress_Good"%"Mid"%4,49%9%"Standard"%"No"%"98.15 USD"
"2023//05//10"%"Dress_VeryGood"%"Mid"%4,24%10%"Express"%"No"%"148.14 USD"
"2023//10//29"%"Accessories_VeryGood"%"Mid"%4,85%9%"Standard"%"No"%"59.72 USD"
"2023//02//27"%"Shoes_VeryGood"%"Low"%4,21%11%"Economy"%"Yes"%"74.26 USD"
"2023//08//18"%"Dress_Good"%"Mid"%4,03%11%"Standard"%"No"%"123.04 USD"
"2023//03//11"%"Dress_VeryGood"%"Mid"%4,6%47%"Economy"%"No"%"114.92 USD"
"2023//01//16"%"Accessories_Fair"%"Low"%4,21%35%"Standard"%"No"%"22.89 USD"
"2023//01//01"%"Jacket_Good"%"Low"%5%14%"Standard"%"No"%"93.84 USD"
"2023//10//18"%"Jacket_Good"%"Premium"%4,27%22%"Standard"%"No"%"168.11 USD"
"2023//06//09"%"Jacket_VeryGood"%"Premium"%4,28%9%"Express"%"No"%"161.33 USD"
"2023//10//12"%"Shoes_Good"%"Low"%4,11%7%"Standard"%"No"%"118.96 USD"
"2023//01//19"%"Shoes_Good"%"Mid"%4,39%10%"Economy"%"No"%"79.08 USD"
"2023//07//05"%"Jacket_Good"%"Mid"%3,84%7%"Standard"%"No"%"121.42 USD"
"2023//01//12"%"Jacket_VeryGood"%"Premium"%3,86%5%"Standard"%"Yes"%"165.26 USD"
"2023//12//04"%"Jacket_Fair"%"Mid"%3,84%14%"Standard"%"No"%"57.57 USD"
"2023//03//09"%"Shoes_Good"%"Mid"%4,27%5%"Economy"%"No"%"134.95 USD"
"2023//05//29"%"Dress_Good"%"Low"%3,83%3%"Standard"%"No"%"74.55 USD"
"2023//04//20"%"Jacket_VeryGood"%"Low"%5%6%"Standard"%"Yes"%"106.09 USD"
"2023//08//29"%"Accessories_VeryGood"%"Premium"%3,46%19%"Economy"%"No"%"73.94 USD"
"2023//12//29"%"Accessories_VeryGood"%"Mid"%4,14%5%"Economy"%"Yes"%"7.67 USD"
"2023//11//13"%"Dress_VeryGood"%"Low"%3,89%16%"Economy"%"No"%"64.46 USD"
"2023//03//19"%"Shoes_Good"%"Low"%4,53%5%"Standard"%"No"%"90.23 USD"
"2023//06//19"%"Dress_Good"%"Premium"%4,31%9%"Economy"%"Yes"%"85.29 USD"
"2023//02//15"%"Shoes_Fair"%"Premium"%4,61%44%"Standard"%"No"%"110.71 USD"
"2023//06//08"%"Jacket_New"%"Low"%4,51%15%"Express"%"Yes"%"123.85 USD"
"2023//06//28"%"Shoes_VeryGood"%"Low"%4,81%11%"Standard"%"No"%"85.48 USD"
"2023//02//25"%"Jacket_Good"%"Mid"%4,32%17%"Economy"%"No"%"117.09 USD"
"2023//05//27"%"Jacket_New"%"Low"%3,99%22%"Standard"%"No"%"84.5 USD"
"2023//06//24"%"Shoes_VeryGood"%"Mid"%4,61%18%"Standard"%"No"%"136.63 USD"
"2023//07//28"%"Shoes_Good"%"Mid"%4,09%13%"Economy"%"No"%"92.01 USD"
"2023//01//17"%"Shoes_Good"%"Low"%4,32%7%"Economy"%"Yes"%"98.39 USD"
"2023//07//05"%"Dress_VeryGood"%"Low"%4,4%28%"Express"%"No"%"90.18 USD"
"2023//08//20"%"Dress_Good"%"Premium"%4,87%5%"Economy"%"No"%"130.04 USD"
"2023//04//16"%"Dress_VeryGood"%"Low"%5%4%"Standard"%"No"%"107.18 USD"
"2023//06//26"%"Jacket_New"%"Low"%4,34%10%"Standard"%"No"%"109.46 USD"
"2023//01//18"%"Shoes_Good"%"Premium"%3,86%15%"Standard"%"No"%"173 USD"
"2023//08//31"%"Jacket_Good"%"Mid"%3,92%6%"Standard"%"No"%"110.51 USD"
"2023//09//03"%"Accessories_Good"%"Low"%4,21%7%"Economy"%"No"%"50.61 USD"
"2023//11//19"%"Shoes_New"%"Low"%4,49%10%"Economy"%"No"%"109.86 USD"
"2023//12//10"%"Dress_VeryGood"%"Mid"%4,69%7%"Economy"%"No"%"107.58 USD"
"2023//11//18"%"Dress_VeryGood"%"Low"%3,77%28%"Express"%"No"%"83.48 USD"
"2023//03//08"%"Accessories_VeryGood"%"Low"%4,34%7%"Standard"%"Yes"%"61.97 USD"
"2023//05//29"%"Dress_Good"%"Low"%4,04%4%"Economy"%"No"%"70.2 USD"
"2023//07//20"%"Dress_VeryGood"%"Mid"%4,2%2%"Express"%"No"%"128.69 USD"
"2023//03//31"%"Dress_VeryGood"%"Low"%3,83%27%"Standard"%"No"%"41.72 USD"
"2023//07//28"%"Jacket_Fair"%"Low"%4,25%19%"Standard"%"Yes"%"8.79 USD"
"2023//10//29"%"Jacket_Good"%"Mid"%4,62%14%"Standard"%"No"%"173.28 USD"
"2023//10//18"%"Dress_VeryGood"%"Mid"%4,48%14%"Economy"%"Yes"%"84.54 USD"
"2023//02//05"%"Dress_Good"%"Low"%4,55%14%"Economy"%"No"%"90.88 USD"
"2023//03//06"%"Dress_VeryGood"%"Mid"%4,15%4%"Standard"%"No"%"67.17 USD"
"2023//12//24"%"Accessories_Fair"%"Mid"%4,15%17%"Standard"%"No"%"37.33 USD"
"2023//07//21"%"Accessories_VeryGood"%"Low"%4,36%49%"Standard"%"No"%"34.91 USD"
"2023//12//25"%"Accessories_Good"%"Low"%4,47%8%"Economy"%"No"%"58.81 USD"
"2023//08//03"%"Shoes_Good"%"Mid"%4,76%22%"Express"%"No"%"133.93 USD"
"2023//10//09"%"Jacket_VeryGood"%"Mid"%4,61%28%"Economy"%"No"%"114.3 USD"
"2023//07//27"%"Jacket_New"%"Low"%4,81%7%"Standard"%"Yes"%"104.2 USD"
"2023//08//30"%"Dress_Good"%"Premium"%4,57%13%"Standard"%"Yes"%"160.43 USD"
"2023//09//10"%"Shoes_VeryGood"%"Low"%4,23%5%"Standard"%"No"%"100.89 USD"
"2023//04//04"%"Jacket_VeryGood"%"Mid"%4,26%19%"Standard"%"No"%"127.64 USD"
"2023//01//21"%"Accessories_VeryGood"%"Premium"%5%12%"Economy"%"No"%"95.1 USD"
"2023//10//08"%"Jacket_Good"%"Premium"%4,31%5%"Standard"%"No"%"148.63 USD"
"2023//12//09"%"Shoes_New"%"Mid"%4,56%18%"Economy"%"No"%"145.28 USD"
"2023//07//02"%"Accessories_Fair"%"Mid"%3,76%10%"Express"%"No"%"46.95 USD"
"2023//11//28"%"Shoes_Good"%"Premium"%4,33%20%"Economy"%"No"%"147.34 USD"
"2023//02//24"%"Shoes_Fair"%"Mid"%3,67%54%"Express"%"No"%"60.7 USD"
"2023//09//13"%"Dress_Fair"%"Mid"%4,45%20%"Standard"%"Yes"%"40.12 USD"
"2023//01//07"%"Dress_VeryGood"%"Low"%3,81%10%"Standard"%"No"%"45.48 USD"
"2023//01//21"%"Jacket_Good"%"Premium"%4,62%3%"Economy"%"Yes"%"153.76 USD"
"2023//03//30"%"Dress_VeryGood"%"Low"%4,15%9%"Standard"%"No"%"77.34 USD"
"2023//06//01"%"Dress_Good"%"Low"%4,58%20%"Standard"%"No"%"98.24 USD"
"2023//02//26"%"Dress_Good"%"Low"%3,8%6%"Standard"%"No"%"51.97 USD"
"2023//04//01"%"Shoes_VeryGood"%"Low"%4,5%13%"Standard"%"No"%"122.01 USD"
"2023//02//20"%"Jacket_New"%"Low"%3,84%8%"Standard"%"No"%"138.48 USD"
"2023//02//07"%"Accessories_VeryGood"%"Low"%4,57%13%"Economy"%"No"%"48.97 USD"
"2023//11//03"%"Dress_VeryGood"%"Low"%4,55%5%"Standard"%"Yes"%"37.54 USD"
"2023//10//01"%"Shoes_Good"%"Premium"%4,56%14%"Standard"%"Yes"%"105.46 USD"
"2023//08//18"%"Jacket_Fair"%"Mid"%4,28%11%"Express"%"No"%"87.8 USD"
"2023//04//12"%"Accessories_Good"%"Low"%5%35%"Standard"%"Yes"%"50.57 USD"
"2023//06//25"%"Jacket_New"%"Low"%4,76%32%"Standard"%"No"%"117.34 USD"
"2023//10//26"%"Jacket_New"%"Low"%4,58%12%"Economy"%"No"%"88.95 USD"
"2023//11//01"%"Jacket_Good"%"Premium"%4,41%6%"Standard"%"Yes"%"175.58 USD"
"2023//06//17"%"Shoes_VeryGood"%"Low"%4,37%8%"Express"%"No"%"105.73 USD"
"2023//10//12"%"Accessories_Good"%"Mid"%4,75%12%"Standard"%"No"%"34.43 USD"
"2023//05//31"%"Dress_Fair"%"Low"%3,85%5%"Express"%"No"%"75.48 USD"
"2023//09//06"%"Jacket_Fair"%"Low"%4,35%6%"Economy"%"No"%"74.34 USD"
"2023//11//23"%"Shoes_Fair"%"Premium"%4,58%25%"Economy"%"No"%"92.03 USD"
"2023//07//29"%"Jacket_Fair"%"Low"%4,32%3%"Economy"%"No"%"48.85 USD"
"2023//06//03"%"Dress_Good"%"Low"%4,3%13%"Standard"%"No"%"101.13 USD"
"2023//06//07"%"Jacket_Good"%"Premium"%3,82%4%"Standard"%"No"%"150.94 USD"
"2023//06//10"%"Dress_VeryGood"%"Premium"%4,82%4%"Express"%"No"%"148.26 USD"
"2023//06//15"%"Shoes_VeryGood"%"Low"%2,98%5%"Economy"%"Yes"%"86.46 USD"
"2023//06//11"%"Shoes_VeryGood"%"Low"%4,36%22%"Standard"%"No"%"98.64 USD"
"2023//05//02"%"Dress_Fair"%"Low"%4,93%6%"Standard"%"No"%"73.71 USD"
"2023//11//02"%"Jacket_VeryGood"%"Mid"%4,23%10%"Standard"%"No"%"120.92 USD"
"2023//04//07"%"Dress_VeryGood"%"Low"%4,12%11%"Standard"%"No"%"103.9 USD"
"2023//09//05"%"Accessories_VeryGood"%"Low"%4,37%5%"Economy"%"No"%"27.71 USD"
"2023//06//11"%"Shoes_Good"%"Low"%4,44%15%"Economy"%"Yes"%"62.66 USD"
"2023//11//27"%"Shoes_Fair"%"Low"%3,68%27%"Standard"%"No"%"65.36 USD"
"2023//08//14"%"Dress_Good"%"Mid"%4,37%3%"Express"%"No"%"97.89 USD"
"2023//07//02"%"Accessories_Good"%"Mid"%5%12%"Economy"%"No"%"39.62 USD"
"2023//11//30"%"Shoes_New"%"Low"%4,73%6%"Economy"%"No"%"121.18 USD"
"2023//05//12"%"Accessories_Fair"%"Low"%4,19%13%"Economy"%"Yes"%"48.13 USD"
"2023//09//06"%"Dress_Good"%"Low"%4,85%6%"Standard"%"Yes"%"61.48 USD"
"2023//01//26"%"Jacket_Fair"%"Low"%4,61%13%"Express"%"No"%"82.95 USD"
"2023//04//18"%"Jacket_Good"%"Premium"%4,39%4%"Economy"%"No"%"143.39 USD"
"2023//06//13"%"Shoes_Fair"%"Low"%4,08%6%"Economy"%"Yes"%"60.91 USD"
"2023//05//05"%"Accessories_Fair"%"Premium"%3,95%12%"Economy"%"No"%"34.58 USD"
"2023//12//03"%"Dress_VeryGood"%"Low"%4,63%13%"Standard"%"No"%"69.43 USD"
"2023//01//10"%"Shoes_New"%"Low"%4,61%6%"Economy"%"No"%"143.58 USD"
"2023//05//02"%"Accessories_New"%"Mid"%4,48%11%"Standard"%"Yes"%"77.6 USD"
"2023//09//10"%"Shoes_Fair"%"Low"%4,21%18%"Standard"%"No"%"49.81 USD"
"2023//11//10"%"Shoes_Good"%"Low"%4,25%12%"Economy"%"No"%"66.19 USD"
"2023//03//06"%"Shoes_Fair"%"Mid"%4,21%7%"Economy"%"No"%"64.78 USD"
"2023//07//16"%"Shoes_Good"%"Mid"%4,89%11%"Standard"%"No"%"108.59 USD"
"2023//11//29"%"Dress_Good"%"Mid"%4,37%9%"Express"%"No"%"99.04 USD"
"2023//03//20"%"Jacket_VeryGood"%"Mid"%4,51%12%"Standard"%"Yes"%"114.61 USD"
"2023//08//18"%"Jacket_VeryGood"%"Low"%4,74%7%"Economy"%"No"%"63.43 USD"
"2023//12//06"%"Jacket_Good"%"Premium"%4%5%"Economy"%"Yes"%"124.85 USD"
"2023//12//27"%"Accessories_New"%"Mid"%5%23%"Economy"%"No"%"42.57 USD"
"2023//05//28"%"Jacket_VeryGood"%"Premium"%4,24%14%"Express"%"No"%"185.48 USD"
"2023//07//18"%"Dress_New"%"Premium"%4,59%5%"Express"%"Yes"%"174.42 USD"
"2023//10//15"%"Accessories_Good"%"Low"%4,21%7%"Economy"%"No"%"20.08 USD"
"2023//06//21"%"Dress_New"%"Low"%4,95%21%"Standard"%"No"%"111.48 USD"
"2023//01//21"%"Dress_Good"%"Mid"%4,03%13%"Standard"%"Yes"%"58.51 USD"
"2023//07//03"%"Accessories_Good"%"Low"%4,68%7%"Standard"%"No"%"64.15 USD"
"2023//11//02"%"Accessories_Good"%"Premium"%4,09%9%"Express"%"No"%"80.69 USD"
"2023//12//30"%"Accessories_Good"%"Mid"%4,66%5%"Standard"%"No"%"46.74 USD"
"2023//02//05"%"Shoes_VeryGood"%"Mid"%4,47%21%"Standard"%"Yes"%"100.32 USD"
"2023//10//26"%"Jacket_Good"%"Premium"%4,26%12%"Economy"%"No"%"164.83 USD"
"2023//02//03"%"Accessories_VeryGood"%"Low"%4,62%11%"Economy"%"No"%"48.49 USD"
"2023//12//21"%"Dress_New"%"Mid"%5%11%"Express"%"Yes"%"149.04 USD"
"2023//04//09"%"Dress_Good"%"Mid"%4,28%4%"Standard"%"Yes"%"82.09 USD"
"2023//01//05"%"Dress_Good"%"Low"%4,09%23%"Standard"%"No"%"54.88 USD"
"2023//10//20"%"Jacket_Fair"%"Low"%4,01%6%"Standard"%"No"%"66.15 USD"
"2023//10//30"%"Shoes_VeryGood"%"Low"%3,97%24%"Economy"%"No"%"90.91 USD"
"2023//01//04"%"Jacket_Good"%"Mid"%4,49%7%"Express"%"No"%"146.54 USD"
"2023//08//14"%"Dress_VeryGood"%"Low"%4,1%5%"Standard"%"Yes"%"74.38 USD"
"2023//01//18"%"Accessories_Good"%"Low"%3,79%20%"Express"%"No"%"61.85 USD"
"2023//06//15"%"Shoes_Good"%"Low"%4,75%19%"Standard"%"Yes"%"71.15 USD"
"2023//10//18"%"Jacket_Good"%"Mid"%4,33%18%"Economy"%"No"%"107.11 USD"
"2023//08//09"%"Dress_VeryGood"%"Mid"%4,33%6%"Economy"%"No"%"112.05 USD"
"2023//03//28"%"Shoes_Good"%"Premium"%4,54%5%"Economy"%"Yes"%"158.23 USD"
"2023//04//16"%"Dress_Good"%"Mid"%4,58%20%"Economy"%"No"%"58.23 USD"
"2023//11//18"%"Shoes_New"%"Mid"%4,41%11%"Economy"%"Yes"%"133.93 USD"
"2023//02//24"%"Jacket_Fair"%"Low"%4,69%4%"Economy"%"No"%"58.84 USD"
"2023//08//14"%"Dress_Good"%"Mid"%5%9%"Standard"%"Yes"%"88.26 USD"
"2023//04//07"%"Dress_VeryGood"%"Low"%4,74%6%"Economy"%"No"%"50.43 USD"
"2023//07//19"%"Dress_Good"%"Low"%4,4%6%"Economy"%"Yes"%"40.95 USD"
"2023//03//27"%"Shoes_Good"%"Low"%3,93%6%"Economy"%"No"%"72.7 USD"
"2023//03//23"%"Jacket_Good"%"Mid"%4,27%15%"Express"%"No"%"94.59 USD"
"2023//04//10"%"Dress_Good"%"Low"%4,38%8%"Standard"%"Yes"%"79.64 USD"
"2023//01//06"%"Jacket_VeryGood"%"Low"%4,33%6%"Standard"%"No"%"108.26 USD"
"2023//07//01"%"Dress_Good"%"Low"%4,2%5%"Economy"%"Yes"%"47.19 USD"
"2023//06//18"%"Shoes_New"%"Mid"%4,58%11%"Standard"%"No"%"162.67 USD"
"2023//05//07"%"Shoes_Fair"%"Low"%4,94%2%"Express"%"No"%"104.3 USD"
"2023//03//18"%"Jacket_VeryGood"%"Low"%3,77%10%"Economy"%"No"%"149.3 USD"
"2023//09//04"%"Dress_VeryGood"%"Mid"%4,86%24%"Standard"%"Yes"%"83.92 USD"
"2023//08//05"%"Jacket_New"%"Mid"%4,21%6%"Standard"%"No"%"141.28 USD"
"2023//09//05"%"Shoes_Fair"%"Mid"%4,69%18%"Standard"%"No"%"83.15 USD"
"2023//11//29"%"Jacket_Good"%"Premium"%4,01%14%"Economy"%"No"%"169.97 USD"
"2023//08//16"%"Jacket_VeryGood"%"Premium"%4,36%7%"Standard"%"No"%"155.39 USD"
"2023//09//22"%"Accessories_New"%"Low"%4,83%7%"Standard"%"Yes"%"53.91 USD"
"2023//08//02"%"Accessories_Good"%"Low"%3,42%27%"Economy"%"Yes"%"7.64 USD"
"2023//04//15"%"Accessories_Fair"%"Premium"%4,34%8%"Standard"%"No"%"69.41 USD"
"2023//03//17"%"Jacket_Good"%"Low"%4,58%13%"Standard"%"Yes"%"75.5 USD"
"2023//10//24"%"Jacket_VeryGood"%"Mid"%3,85%26%"Economy"%"No"%"142.84 USD"
"2023//05//17"%"Dress_Fair"%"Low"%4,33%9%"Economy"%"No"%"27.98 USD"
"2023//03//23"%"Shoes_Good"%"Low"%4,42%7%"Standard"%"No"%"117.83 USD"
"2023//04//14"%"Shoes_VeryGood"%"Mid"%4,11%7%"Economy"%"No"%"118.98 USD"
"2023//09//07"%"Dress_Good"%"Premium"%4,14%27%"Economy"%"No"%"104.73 USD"
"2023//08//05"%"Shoes_VeryGood"%"Mid"%4,25%7%"Economy"%"Yes"%"124.21 USD"
"2023//05//04"%"Jacket_Fair"%"Mid"%4,42%6%"Standard"%"Yes"%"88.92 USD"
"2023//06//14"%"Jacket_VeryGood"%"Low"%4,55%7%"Standard"%"No"%"134.25 USD"
"2023//12//28"%"Jacket_VeryGood"%"Mid"%4,38%20%"Standard"%"No"%"125.76 USD"
"2023//07//13"%"Jacket_VeryGood"%"Low"%4,75%15%"Standard"%"No"%"120.51 USD"
"2023//10//03"%"Dress_VeryGood"%"Low"%4,35%43%"Express"%"No"%"84.26 USD"
"2023//04//12"%"Shoes_Fair"%"Premium"%4,76%17%"Standard"%"No"%"127.37 USD"
"2023//11//15"%"Dress_VeryGood"%"Mid"%4,86%14%"Economy"%"No"%"94.18 USD"
"2023//12//22"%"Accessories_VeryGood"%"Premium"%4,95%16%"Standard"%"Yes"%"56.98 USD"
"2023//07//31"%"Jacket_Fair"%"Low"%4,43%12%"Standard"%"No"%"77.65 USD"
"2023//08//22"%"Accessories_Good"%"Low"%4,42%10%"Economy"%"Yes"%"11.47 USD"
"2023//10//23"%"Shoes_New"%"Mid"%4,5%5%"Economy"%"No"%"140.26 USD"
"2023//04//27"%"Accessories_VeryGood"%"Mid"%4,73%6%"Economy"%"No"%"56 USD"
"2023//08//30"%"Shoes_Good"%"Low"%5%10%"Economy"%"No"%"117.63 USD"
"2023//09//29"%"Accessories_Fair"%"Mid"%4,29%13%"Standard"%"No"%"46.77 USD"
"2023//07//10"%"Dress_Good"%"Mid"%5%8%"Standard"%"No"%"99.32 USD"
"2023//09//15"%"Shoes_VeryGood"%"Mid"%4,5%4%"Standard"%"No"%"123.99 USD"
"2023//01//16"%"Shoes_Fair"%"Premium"%4,04%4%"Economy"%"No"%"134.46 USD"
