no,location,nop,income,expend,alcohol,price
11565024,20t-100t,4,2075,1613,0,1.006
10366024,200t-500t,5,4012,3517,0,1.006
21046021,-20t,1,1242,806,0,1.006
21073024,20t-100t,5,2719,2592,0,1.006
10157021,500t+,4,3282,2999,154,1.006
11508021,200t-500t,3,2551,2274,0,1.006
10149024,500t+,3,2563,1455,0,1.006
12086024,wies,3,1320,1252,0,1.006
20054024,100t-200t,4,4300,2441,118,1.006
21083021,20t-100t,5,1751,1199,156,1.006
21063024,-20t,2,1661,1355,99,1.006
11534021,-20t,4,1820,1917,0,1.006
21127021,200t-500t,3,298,291,0,1.006
10168024,500t+,3,2398,3871,0,1.006
21159021,20t-100t,3,1518,1200,0,1.006
20002024,200t-500t,2,1480,766,0,1.006
20078021,500t+,1,1927,1179,0,1.006
22099024,wies,4,1866,1678,86,1.006
20142024,500t+,3,3005,2018,0,1.006
22159024,wies,6,1990,1648,0,1.006
20041021,200t-500t,4,5436,2189,0,1.006
22129024,wies,3,2100,866,74,1.006
21251021,20t-100t,3,1257,717,0,1.006
21130021,20t-100t,3,3819,2874,141,1.006
21106021,20t-100t,4,1092,1159,0,1.006
12519024,wies,5,1319,1364,0,1.006
21191024,20t-100t,4,4555,1897,0,1.006
10116024,500t+,3,1415,3276,90,1.006
10257024,200t-500t,3,1135,635,0,1.006
10279024,200t-500t,4,950,2408,0,1.006
21159024,20t-100t,2,5205,4099,0,1.006
11363024,-20t,4,1501,1061,0,1.006
12409021,wies,5,1564,1101,0,1.006
12417024,wies,5,728,944,0,1.006
21053021,20t-100t,3,936,1108,122,1.006
12592021,wies,3,1852,1898,272,1.006
12394021,wies,1,1558,1012,0,1.006
12604021,wies,2,799,614,0,1.006
11716021,100t-200t,3,1451,1168,0,1.006
22133021,wies,5,2261,1176,0,1.006
10216024,100t-200t,2,2827,3949,192,1.006
21209021,200t-500t,3,1442,1740,0,1.006
21156021,20t-100t,5,3067,1711,0,1.006
11290024,100t-200t,2,1003,1516,137,1.006
21244024,-20t,3,1163,860,0,1.006
21095024,-20t,4,2873,2961,0,1.006
21033021,-20t,3,1167,1170,0,1.006
20036021,200t-500t,1,1740,992,0,1.006
11671021,20t-100t,4,1771,1087,0,1.006
21228024,100t-200t,3,2520,2136,0,1.006
21227021,100t-200t,4,1850,3051,122,1.006
11546024,100t-200t,3,1974,1384,0,1.006
10015021,500t+,3,1840,1410,0,1.006
20113024,500t+,3,2785,1948,0,1.006
21013021,20t-100t,5,1803,1706,0,1.006
21184024,20t-100t,3,2877,2508,105,1.006
11757024,20t-100t,3,1530,2460,0,1.006
21128024,200t-500t,3,2987,2839,0,1.006
21150021,20t-100t,2,1019,1213,0,1.006
21212024,100t-200t,4,1405,1352,14,1.006
21114024,20t-100t,3,1676,1827,0,1.006
21250021,-20t,3,2600,2090,73,1.006
20104024,500t+,2,2202,2124,0,1.006
11486021,-20t,5,6261,2876,0,1.006
10353024,200t-500t,5,4867,3983,188,1.006
21124024,100t-200t,4,2277,1811,43,1.006
11071021,-20t,3,1521,1507,0,1.006
11300024,-20t,3,1940,1277,0,1.006
20094021,500t+,3,7400,5691,0,1.006
21025021,100t-200t,4,4632,2925,36,1.006
21175021,20t-100t,4,1647,1285,0,1.006
21253021,20t-100t,5,2619,2187,130,1.006
12195022,wies,4,1660,1830,0,1.006
10133024,500t+,4,6185,3436,0,1.006
11496024,20t-100t,4,3312,2917,60,1.006
21156024,20t-100t,4,5614,5060,0,1.006
10327024,500t+,1,910,670,0,1.006
10340021,500t+,2,5800,2949,0,1.006
20125021,500t+,4,1959,1814,0,1.006
11182021,20t-100t,3,1123,1014,0,1.006
21243024,100t-200t,2,1293,1091,0,1.006
21101021,20t-100t,1,4000,4494,0,1.006
21231024,100t-200t,3,2043,758,0,1.006
11265021,100t-200t,2,1580,1519,0,1.006
21268024,20t-100t,1,640,451,0,1.006
21262024,20t-100t,3,2385,1228,0,1.006
11056021,-20t,3,1472,3135,278,1.006
21160022,20t-100t,2,937,910,61,1.006
11648024,20t-100t,3,839,508,0,1.006
21005024,-20t,3,3441,1494,0,1.006
11659021,20t-100t,6,2842,2589,100,1.006
21167024,20t-100t,2,1770,788,25,1.006
22062021,wies,3,1074,1969,0,1.006
11478021,20t-100t,2,2500,1773,0,1.006
11570024,-20t,2,973,550,63,1.006
20039021,200t-500t,3,1350,864,0,1.006
11030021,20t-100t,3,1798,1282,0,1.006
11035021,20t-100t,3,2403,1550,0,1.006
20003024,200t-500t,3,2812,1724,0,1.006
11261021,20t-100t,4,2266,1739,0,1.006
11499024,20t-100t,1,591,551,155,1.006
20119024,500t+,3,455,510,156,1.006
11754021,20t-100t,4,1300,986,0,1.006
21140024,20t-100t,2,1750,2381,0,1.006
10098024,500t+,3,2378,1407,62,1.006
21041021,200t-500t,4,1250,1383,0,1.006
10026021,200t-500t,4,2254,2137,0,1.006
11221024,200t-500t,3,2464,1580,145,1.006
21157024,-20t,1,1308,2408,0,1.006
12348024,wies,5,2234,2124,104,1.006
12231024,wies,5,1907,1264,0,1.006
22014021,wies,5,2477,2967,0,1.006
12096024,wies,7,4853,4034,178,1.006
22221024,wies,5,1343,623,0,1.006
12570024,wies,3,6698,853,0,1.006
22144025,wies,4,1901,658,0,1.006
22175024,wies,6,2493,4373,0,1.006
22224021,wies,5,1403,992,0,1.006
21111021,20t-100t,3,4430,4249,0,1.006
12566024,wies,3,-5786,1830,0,1.006
12562024,wies,8,3720,2834,211,1.006
12096021,wies,6,1466,1473,0,1.006
21108024,-20t,3,2500,1653,0,1.006
22039024,wies,6,2828,1898,0,1.006
12127021,wies,4,2386,1975,0,1.006
22131021,wies,1,340,351,0,1.006
12006024,wies,4,2039,1691,108,1.006
12082024,wies,6,1598,1619,0,1.006
22174024,wies,5,1213,1107,0,1.006
22125021,wies,3,3247,3215,273,1.006
12461024,wies,4,1165,961,0,1.006
22200021,wies,2,1421,1376,0,1.006
22125024,wies,4,1588,1513,46,1.006
11070021,20t-100t,5,2341,1982,0,1.006
12499021,wies,5,2921,2046,179,1.006
12285021,wies,7,1973,1382,0,1.006
12151024,wies,5,1801,1650,0,1.006
12177021,wies,5,2068,1806,0,1.006
12451021,wies,2,1268,991,140,1.006
22009024,wies,5,1716,1557,0,1.006
12454021,wies,4,2549,2295,127,1.006
22127021,wies,6,2485,2172,0,1.006
22004021,wies,6,1808,1508,0,1.006
22130021,wies,4,1793,1672,0,1.006
21181024,20t-100t,3,2483,1837,0,1.006
22213021,wies,3,2063,3037,0,1.006
12469021,wies,4,1636,1716,0,1.006
22181024,wies,6,3855,3493,0,1.006
22016021,wies,5,2569,1950,0,1.006
22198024,wies,4,2004,1290,47,1.006
12003021,wies,6,1953,1826,0,1.006
12442021,wies,6,3174,3717,0,1.006
12169024,wies,4,1256,1505,0,1.006
22074024,wies,3,2112,1703,0,1.006
12348021,wies,10,3214,3201,0,1.006
12492024,wies,6,1518,1158,0,1.006
11389024,-20t,3,1782,1540,0,1.006
22106025,wies,6,1625,2206,0,1.006
22011021,wies,5,1910,1795,9,1.006
22145024,wies,4,3031,3123,0,1.006
12548021,wies,6,4441,2048,0,1.006
22062024,wies,6,2536,1966,0,1.006
22012024,wies,5,2186,1565,0,1.006
22204021,wies,3,5261,4386,0,1.006
21073021,20t-100t,4,3399,3182,219,1.006
22008021,wies,3,2047,1478,0,1.006
11663024,20t-100t,4,1515,1478,0,1.006
21017021,-20t,13,-5944,6054,0,1.006
22016024,wies,8,3625,3837,0,1.006
12331024,wies,7,2793,2315,0,1.006
11527021,-20t,3,2328,2081,0,1.006
12543024,wies,4,2078,1254,0,1.006
22223021,wies,4,894,1894,0,1.006
22153024,wies,5,2395,1357,92,1.006
12463024,wies,4,939,612,0,1.006
22213024,wies,6,4774,3345,122,1.006
11527024,-20t,4,3331,1891,0,1.006
12077024,wies,4,3659,803,0,1.006
22101021,wies,5,1806,1125,0,1.006
22038021,wies,6,3211,1570,0,1.006
12361024,wies,3,1220,996,135,1.006
12231021,wies,3,1020,927,46,1.006
22141024,wies,7,1220,1482,22,1.006
12288022,wies,4,963,618,0,1.006
21149024,20t-100t,3,2248,1999,0,1.006
12312021,wies,4,2215,1756,0,1.006
12554024,wies,3,44,1115,0,1.006
22156024,wies,5,3294,1679,0,1.006
22026021,wies,5,1388,2337,98,1.006
22010021,wies,8,2421,1582,99,1.006
12543021,wies,6,1730,2290,213,1.006
12236021,wies,5,998,986,0,1.006
12126024,wies,5,1840,1838,0,1.006
12165024,wies,6,2086,2213,0,1.006
12331021,wies,6,3216,2929,0,1.006
12089021,wies,5,1758,2001,0,1.006
11396021,-20t,6,5561,3856,0,1.006
11393024,-20t,6,1581,1597,0,1.006
22083024,wies,6,2913,2293,0,1.006
12116021,wies,5,2892,1636,0,1.006
22117021,wies,6,2827,2014,0,1.006
12361021,wies,5,1700,1516,206,1.006
12213024,wies,4,1043,748,0,1.006
20131024,200t-500t,3,6227,3541,0,1.006
22106021,wies,3,2445,1319,0,1.006
12216021,wies,6,3142,2609,0,1.006
22150021,wies,5,2078,5199,0,1.006
22003021,wies,6,2036,1884,0,1.006
22003024,wies,8,2524,2115,0,1.006
12247024,wies,5,970,941,0,1.006
22059024,wies,6,3554,1730,0,1.006
22151024,wies,4,611,2603,0,1.006
12428021,wies,5,2545,2245,75,1.006
12240021,wies,5,1960,1247,0,1.006
22123024,wies,4,1745,873,0,1.006
22158021,wies,7,1837,1406,249,1.006
12132024,wies,5,1424,1431,0,1.006
12492021,wies,3,3241,2093,0,1.006
11404021,20t-100t,6,5253,4658,0,1.006
22017021,wies,5,3429,3231,0,1.006
12507024,wies,6,2757,962,0,1.006
22105021,wies,5,3166,3149,0,1.006
12120021,wies,5,2177,2190,0,1.006
12301021,wies,4,700,634,0,1.006
22022024,wies,4,2339,1333,0,1.006
12312024,wies,3,2008,1711,0,1.006
22052024,wies,4,484,2089,131,1.006
21055021,-20t,5,761,635,0,1.006
12149021,wies,5,1724,1642,72,1.006
21118024,-20t,5,2051,1403,0,1.006
22037024,wies,6,1849,2038,0,1.006
11647021,-20t,3,1686,1556,0,1.006
22136021,wies,3,1685,7849,81,1.006
22103024,wies,6,2438,2800,0,1.006
12352021,wies,4,1747,1172,0,1.006
22212021,wies,3,647,1024,0,1.006
12327024,wies,4,1894,1439,0,1.006
12338021,wies,9,2855,2087,82,1.006
22190024,wies,9,5052,2014,143,1.006
11650024,-20t,2,4241,1748,42,1.006
22143021,wies,4,1373,2045,192,1.006
22091021,wies,7,1000,2862,137,1.006
12054021,wies,3,1921,1488,71,1.006
22104021,wies,3,1266,859,0,1.006
21135021,-20t,5,2608,1904,0,1.006
12047024,wies,3,2342,1382,0,1.006
22152021,wies,3,1582,775,0,1.006
22113024,wies,4,814,1081,0,1.006
21248024,20t-100t,4,2612,2440,0,1.006
12054024,wies,3,1567,803,0,1.006
12161024,wies,4,3538,1213,0,1.006
12208024,wies,2,1271,1486,0,1.006
22138024,wies,5,1918,1455,0,1.006
22168021,wies,4,1730,2364,0,1.006
22216021,wies,4,1131,1168,0,1.006
12104021,wies,5,1191,1771,66,1.006
22183021,wies,4,876,1708,66,1.006
12197021,wies,5,805,1296,0,1.006
12315024,wies,6,2337,2413,0,1.006
12311021,wies,5,2108,1519,0,1.006
22072024,wies,4,1292,1218,0,1.006
22184021,wies,3,1918,1469,0,1.006
12555021,wies,7,2367,1930,0,1.006
22178021,wies,4,1479,1523,0,1.006
22116024,wies,5,1814,1453,0,1.006
22118021,wies,4,1713,1841,90,1.006
22057024,wies,4,2445,2999,0,1.006
11181024,-20t,4,2135,1571,0,1.006
21010021,-20t,2,1201,838,69,1.006
11594024,-20t,7,3190,1638,0,1.006
11229021,200t-500t,4,2136,1362,0,1.006
22214024,wies,3,1537,2538,0,1.006
12244024,wies,3,1345,1492,0,1.006
12555024,wies,5,1979,1782,31,1.006
22007024,wies,3,2063,1809,0,1.006
12111024,wies,3,2707,2340,0,1.006
12158021,wies,4,1288,1471,65,1.006
12129024,wies,6,3098,3068,29,1.006
22100024,wies,4,952,1190,0,1.006
12115024,wies,2,1052,556,0,1.006
11299024,20t-100t,5,1147,650,0,1.006
22201024,wies,5,1215,2138,0,1.006
22126024,wies,7,4085,3573,326,1.006
22009021,wies,3,2425,2392,0,1.006
12276024,wies,4,544,2123,76,1.006
12396021,wies,2,1348,1182,0,1.006
12169021,wies,5,1328,1158,0,1.006
12353024,wies,3,2879,2245,0,1.006
22069024,wies,4,2075,1397,108,1.006
12071024,wies,2,1388,730,0,1.006
22194021,wies,3,2390,2665,0,1.006
12099024,wies,4,1068,1208,0,1.006
12064021,wies,5,1106,1762,39,1.006
22067024,wies,2,1103,705,106,1.006
12063024,wies,7,3195,3139,114,1.006
22054021,wies,5,1782,2800,0,1.006
12150024,wies,4,1398,1291,0,1.006
12210021,wies,3,4761,2437,188,1.006
12199024,wies,7,804,1200,0,1.006
12397024,wies,4,1453,1542,75,1.006
22201021,wies,5,2463,1994,0,1.006
12007024,wies,4,2333,3106,79,1.006
12092021,wies,7,1580,1795,0,1.006
12078024,wies,8,881,1016,0,1.006
12435024,wies,5,1914,2370,0,1.006
12117024,wies,6,1472,1463,0,1.006
12397021,wies,3,1288,1686,93,1.006
12217025,wies,4,228,1372,0,1.006
22053024,wies,4,1620,1863,150,1.006
22039021,wies,3,636,1490,77,1.006
22095021,wies,4,1398,1245,0,1.006
12512021,wies,1,809,877,0,1.006
22018021,wies,2,2332,522,0,1.006
12562021,wies,2,865,772,47,1.006
11085024,20t-100t,4,1417,1517,0,1.006
22033024,wies,9,1923,2082,0,1.006
22138021,wies,4,693,1151,0,1.006
22222024,wies,6,3374,3252,316,1.006
11763024,100t-200t,4,2700,1676,0,1.006
12197024,wies,7,2392,1850,0,1.006
22128024,wies,4,4841,2768,112,1.006
11738024,-20t,3,-139,692,0,1.006
22211021,wies,3,933,1388,0,1.006
12073021,wies,4,-1150,1269,82,1.006
22023021,wies,3,1080,701,0,1.006
22089024,wies,3,1113,1314,0,1.006
12247021,wies,6,1931,1480,0,1.006
12467024,wies,7,-1086,1749,0,1.006
12070021,wies,6,794,1274,0,1.006
22075021,wies,6,2205,1761,0,1.006
22075024,wies,1,-2963,454,0,1.006
22149024,wies,3,1153,1516,0,1.006
21093021,20t-100t,6,1507,1194,0,1.006
12302024,wies,5,553,1376,99,1.006
22169024,wies,3,-575,1571,24,1.006
22096024,wies,6,1085,793,0,1.006
22212024,wies,2,1073,1185,134,1.006
12576021,wies,1,3048,1219,51,1.006
12392021,wies,2,1391,1464,269,1.006
12199021,wies,2,2592,1597,0,1.006
22072021,wies,3,2306,1228,144,1.006
12461021,wies,3,4839,2148,173,1.006
12554021,wies,4,6683,3941,0,1.006
22132024,wies,7,2529,2751,105,1.006
22092021,wies,3,1505,709,0,1.006
12376024,wies,3,2320,1521,149,1.006
22176021,wies,4,1124,1075,0,1.006
12467021,wies,5,3841,1952,0,1.006
22182021,wies,4,1422,991,0,1.006
12205021,wies,2,1454,727,0,1.006
22077024,wies,2,1739,1099,0,1.006
22218021,wies,3,3478,5285,0,1.006
12353021,wies,5,888,838,0,1.006
12264024,wies,4,4441,6910,248,1.006
12033024,wies,5,2416,2099,0,1.006
12117021,wies,5,760,1124,0,1.006
22127024,wies,4,-927,1486,0,1.006
22089021,wies,2,-252,1935,14,1.006
12023024,wies,3,891,888,0,1.006
22043021,wies,2,908,793,0,1.006
22026024,wies,1,-413,313,0,1.006
22187024,wies,3,1165,1294,0,1.006
22091024,wies,2,1619,2319,0,1.006
22012021,wies,6,1919,1366,0,1.006
22222021,wies,4,2285,2427,150,1.006
22210024,wies,6,28422,19142,0,1.006
22175021,wies,4,944,1240,78,1.006
12093021,wies,1,686,502,0,1.006
22055024,wies,4,1272,1181,0,1.006
22078021,wies,4,1119,1557,107,1.006
22083021,wies,6,4871,3985,0,1.006
12216024,wies,2,1468,1489,71,1.006
22130024,wies,4,1252,1072,0,1.006
12443024,wies,4,1605,1753,0,1.006
12205024,wies,3,-1062,2272,0,1.006
12080021,wies,3,795,835,0,1.006
12165021,wies,6,2101,1364,0,1.006
12049024,wies,3,1227,886,72,1.006
22139021,wies,2,1786,5002,0,1.006
12149024,wies,6,1507,1480,0,1.006
22070024,wies,4,1609,1150,0,1.006
22135024,wies,1,222,338,65,1.006
12288021,wies,2,1013,1026,0,1.006
12327021,wies,5,567,1758,0,1.006
22139024,wies,6,997,1805,0,1.006
12017024,wies,4,1740,2957,0,1.006
22142021,wies,2,248,1406,0,1.006
12574024,wies,4,2579,2663,0,1.006
12154021,wies,2,1198,853,147,1.006
22022021,wies,2,1421,732,79,1.006
12073024,wies,3,-282,2393,0,1.006
12249024,wies,8,1084,2036,0,1.006
22164024,wies,2,380,538,0,1.006
22128021,wies,3,875,1634,56,1.006
12255021,wies,5,4551,3106,0,1.006
12561024,wies,6,-11671,1847,0,1.006
22074021,wies,4,2986,1335,0,1.006
22054024,wies,5,1624,1405,0,1.006
22097024,wies,5,1253,1500,0,1.006
12159024,wies,5,2753,1771,0,1.006
22053021,wies,1,647,597,42,1.006
22195021,wies,3,2473,2246,0,1.006
12386024,wies,6,1206,1630,50,1.006
22098021,wies,7,1813,1400,0,1.006
22206024,wies,3,1578,1064,0,1.006
22148024,wies,7,803,1532,0,1.006
11075024,20t-100t,4,2454,2287,143,1.007
12239024,wies,9,1204,1119,0,1.007
12425024,wies,3,4700,3983,81,1.007
21010024,-20t,4,1473,1702,0,1.007
12144021,wies,5,3456,16247,147,1.007
21120024,-20t,6,2685,2673,0,1.007
12223021,wies,4,2559,1765,0,1.007
20103021,500t+,3,2534,2713,284,1.007
22113021,wies,5,1300,844,0,1.007
21032024,-20t,4,1218,958,0,1.007
21144021,20t-100t,5,2312,1989,65,1.007
21106024,20t-100t,4,2400,3516,166,1.007
12105024,wies,11,2863,2838,226,1.007
11080021,100t-200t,4,4100,3300,0,1.007
21019021,20t-100t,4,3123,3386,49,1.007
10265021,200t-500t,1,1000,1364,0,1.007
21040024,100t-200t,4,1950,2130,0,1.007
21295024,-20t,2,5244,2652,0,1.007
10114021,500t+,4,1600,1528,0,1.007
21177024,20t-100t,4,4260,2406,0,1.007
10142021,500t+,4,1904,1367,0,1.007
10115021,500t+,4,1500,1389,0,1.007
11740021,20t-100t,3,2500,2034,244,1.007
20037024,200t-500t,2,2750,2458,0,1.007
10327021,500t+,6,8027,7940,0,1.007
21122021,20t-100t,4,3390,2469,0,1.007
20137024,200t-500t,5,2165,1732,0,1.007
20014021,500t+,5,3009,3818,0,1.007
12417021,wies,6,1000,953,0,1.007
11656024,20t-100t,5,2470,2504,0,1.007
12438021,wies,4,1737,1342,0,1.007
12407021,wies,4,5402,5117,28,1.007
20124024,500t+,1,516,515,0,1.007
21125021,200t-500t,3,3909,2819,0,1.007
21009024,20t-100t,4,2827,4025,0,1.007
10275024,200t-500t,5,2660,2116,149,1.007
21145021,-20t,3,1320,1077,0,1.007
21152024,-20t,4,5077,1905,0,1.007
11083021,20t-100t,3,2500,1460,0,1.007
12171024,wies,4,1303,2017,0,1.007
11723024,20t-100t,6,3194,2613,0,1.007
12230024,wies,4,2223,2190,0,1.007
11505024,100t-200t,3,1961,2386,86,1.007
10174021,500t+,4,3080,3925,0,1.007
22048024,wies,3,1020,1928,0,1.007
10277021,200t-500t,2,3520,2732,0,1.007
21163024,-20t,2,2128,1604,0,1.007
10294021,200t-500t,3,3000,4982,0,1.007
20014024,500t+,5,3662,2426,0,1.007
21059021,20t-100t,3,6615,5860,0,1.007
11244024,200t-500t,3,3590,2859,457,1.007
12120024,wies,3,1895,1870,0,1.007
21219024,200t-500t,4,4309,3349,0,1.007
10163021,500t+,3,2700,1607,84,1.007
22192024,wies,4,2628,1984,0,1.007
12573024,wies,4,1150,1524,114,1.007
20108024,500t+,3,5022,2182,201,1.007
22194024,wies,5,2370,2072,0,1.007
22073021,wies,4,3317,2544,0,1.007
22084021,wies,5,3062,2858,0,1.007
20008021,200t-500t,4,2400,1562,0,1.007
22185024,wies,6,2886,2644,0,1.007
21123024,100t-200t,1,1000,1097,0,1.007
21015021,-20t,1,1200,1484,0,1.007
11741021,-20t,2,1790,1122,0,1.007
12089024,wies,4,1500,1261,117,1.007
20090021,500t+,3,2000,1533,0,1.007
12107024,wies,4,2039,1002,0,1.007
21195024,100t-200t,4,2809,4287,0,1.007
21116024,20t-100t,3,3100,2436,0,1.007
20120024,500t+,3,1600,1675,42,1.007
10180021,500t+,5,1904,1823,0,1.007
10257021,200t-500t,4,3347,2137,0,1.007
11080024,100t-200t,3,3344,2876,0,1.007
20149021,500t+,6,4019,4604,0,1.007
21048024,-20t,4,2603,1841,128,1.007
20011021,500t+,2,1313,882,0,1.007
11479024,-20t,4,3810,3385,0,1.007
22158024,wies,4,2301,2404,0,1.007
20088021,500t+,3,3323,3020,223,1.007
22028024,wies,3,873,3223,0,1.007
20035021,200t-500t,2,2600,2298,279,1.007
12357021,wies,7,2041,1895,134,1.007
10285024,200t-500t,1,1800,1830,0,1.007
22207024,wies,4,2200,2199,0,1.007
21143021,-20t,5,1933,1303,0,1.007
12063021,wies,3,1670,1658,113,1.007
10346021,500t+,4,416,1312,45,1.007
21042024,200t-500t,4,4273,1829,0,1.007
20106024,500t+,5,5293,4058,160,1.007
20012021,500t+,2,1522,1715,0,1.007
20048021,200t-500t,5,2697,3745,0,1.007
11442021,-20t,3,2700,2122,0,1.007
22045024,wies,3,1600,1927,0,1.007
12252024,wies,5,2267,2276,0,1.007
21270021,-20t,5,6049,2464,0,1.007
22031024,wies,5,2120,1871,0,1.007
11347024,100t-200t,2,1902,3164,300,1.007
20083021,500t+,4,3232,2271,0,1.007
11015024,20t-100t,6,1403,1804,0,1.007
10216021,100t-200t,8,3870,4924,353,1.007
12150021,wies,6,4800,6855,0,1.007
20076024,500t+,3,7276,5537,0,1.007
11446024,-20t,4,1573,1560,0,1.007
22188024,wies,4,1823,1494,0,1.007
21031024,-20t,3,1501,1264,0,1.007
12049021,wies,6,3196,2961,0,1.007
21269024,-20t,4,2941,2347,0,1.007
22117024,wies,3,271,283,0,1.007
20091024,500t+,3,4153,5683,235,1.007
22030021,wies,4,3000,2716,0,1.007
22154024,wies,4,1220,1437,0,1.007
12329021,wies,6,1423,5043,0,1.007
12571024,wies,2,2466,3057,0,1.007
22124024,wies,4,1802,1756,0,1.007
11243021,200t-500t,3,3802,3153,304,1.007
22084024,wies,4,1590,4035,0,1.007
21261021,100t-200t,3,5010,4964,451,1.007
21158024,20t-100t,3,1004,1128,0,1.007
20081021,500t+,3,3401,3232,0,1.007
21098021,20t-100t,6,1903,2049,59,1.007
21205024,200t-500t,2,1450,490,0,1.007
10261024,200t-500t,4,1800,2987,0,1.007
20051024,100t-200t,3,4712,2812,258,1.007
21183024,-20t,3,836,926,0,1.007
10087021,500t+,5,5722,6161,0,1.007
11038021,100t-200t,4,2728,2947,0,1.007
20088024,500t+,5,5070,4702,0,1.007
11447024,20t-100t,2,1454,1266,77,1.007
20011024,500t+,5,1818,2357,0,1.007
10147021,500t+,4,2631,2566,0,1.007
12203021,wies,4,1929,8066,173,1.007
22006024,wies,8,5996,3428,92,1.007
11529024,-20t,5,3032,2464,0,1.007
10204024,500t+,3,3730,2186,0,1.007
10186021,500t+,1,1400,1513,0,1.007
12136021,wies,4,1811,1848,0,1.007
20109024,500t+,4,1633,1545,0,1.007
11698021,100t-200t,4,8261,3290,0,1.007
12428024,wies,5,3480,3099,0,1.007
21146021,20t-100t,4,1242,3550,0,1.007
22102024,wies,6,1690,1676,0,1.007
11203021,100t-200t,5,2650,4716,86,1.007
11051024,20t-100t,3,2046,1952,0,1.007
21066021,100t-200t,3,3083,1659,0,1.007
21288024,20t-100t,4,3109,2782,210,1.007
11594021,-20t,4,2723,1699,18,1.007
11228021,200t-500t,2,4150,4902,419,1.007
11488024,-20t,5,1600,1688,0,1.007
21021021,20t-100t,4,3200,3150,0,1.007
22119021,wies,4,2015,1209,132,1.007
22076021,wies,3,7700,4545,236,1.007
20015024,500t+,2,3755,3771,163,1.007
22197024,wies,6,1481,1142,35,1.007
21255021,-20t,4,4000,5437,100,1.007
22008024,wies,5,2527,1241,53,1.007
21243021,100t-200t,4,2500,3032,0,1.007
12017021,wies,4,1321,1375,0,1.007
10143024,500t+,4,3700,3738,254,1.007
10192024,500t+,1,2000,1649,311,1.007
10054024,200t-500t,1,700,1515,0,1.007
22154021,wies,1,1692,954,0,1.007
20013021,500t+,4,3204,2216,0,1.007
10156024,500t+,1,1499,2341,0,1.007
12570021,wies,5,4949,2464,90,1.007
12084024,wies,4,1850,1202,0,1.007
20105024,500t+,4,2812,2102,0,1.007
11380024,20t-100t,4,2000,1673,0,1.007
10204021,500t+,3,4070,3012,278,1.007
22028021,wies,6,1076,1044,0,1.007
11347021,100t-200t,3,1236,1213,0,1.007
10371024,200t-500t,3,3868,3423,0,1.007
22047021,wies,3,2124,2349,0,1.007
11656021,20t-100t,4,1210,1066,0,1.007
21093024,20t-100t,6,733,913,0,1.007
12277024,wies,4,2032,2328,122,1.007
11612021,-20t,4,2521,2414,0,1.007
21116021,20t-100t,2,3163,2793,0,1.007
22209021,wies,6,3272,3286,0,1.007
10321021,100t-200t,2,2074,2803,0,1.007
21197024,100t-200t,4,1449,1715,195,1.007
21139021,20t-100t,2,1758,1355,0,1.007
12227024,wies,5,3019,2265,0,1.007
12300021,wies,3,1489,971,61,1.007
11645024,20t-100t,2,5320,4230,259,1.007
11552024,20t-100t,5,1972,1482,0,1.007
11405024,20t-100t,5,3431,2454,0,1.007
22085021,wies,5,1838,2102,12,1.007
10015024,500t+,5,2100,2507,0,1.007
11689024,-20t,2,1417,3616,93,1.007
10158021,500t+,1,720,907,0,1.0039999
10315021,100t-200t,2,1993,2542,0,1.0039999
