mode,price,crate,dbeach,dpier,dprivate,dcharter,pbeach,ppier,pprivate,pcharter,qbeach,qpier,qprivate,qcharter,income
charter,29.290001,2.3013999,0,0,0,1,48.905998,48.905998,4.29,29.290001,.25369999,.1498,.68169999,2.3013999,2.9166665
charter,27.290001,2.3013999,0,0,0,1,26.106001,26.106001,2.29,27.290001,.25369999,.1498,.68169999,2.3013999,1.2499998
charter,112.606,.028899999,0,0,0,1,347.004,347.004,83.106003,112.606,.0678,.050299998,.0143,.028899999,5.4166665
beach,6.29,.53329998,1,0,0,0,6.29,6.29,194.99001,229.99001,.53329998,.4522,.2413,1.0266,4.5833321
charter,29.290001,2.3013999,0,0,0,1,48.905998,48.905998,4.29,29.290001,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,2.29,.4522,0,1,0,0,2.29,2.29,70.989998,105.99,.53329998,.4522,.2413,1.0266,1.2499998
pier,6.29,.4522,0,1,0,0,6.29,6.29,194.99001,229.99001,.53329998,.4522,.0156,.0057999999,4.5833321
private,15.79,.73689997,0,0,1,0,180.006,180.006,15.79,40.790001,.25369999,.1498,.73689997,2.3101001,12.499998
beach,4.29,.53329998,1,0,0,0,4.29,4.29,132.99001,167.99001,.53329998,.4522,.2413,1.0266,2.9166665
beach,4.29,.53329998,1,0,0,0,4.29,4.29,132.99001,167.99001,.53329998,.4522,.2413,1.0266,2.9166665
private,48.905998,.073200002,0,0,1,0,204.20399,204.20399,48.905998,78.405998,.0678,.0052,.073200002,.1726,2.9166665
beach,6.29,.53329998,1,0,0,0,6.29,6.29,194.99001,229.99001,.53329998,.4522,.1665,.39750001,4.5833321
beach,9.29,.53329998,1,0,0,0,9.29,9.29,287.98999,322.98999,.53329998,.4522,.2413,1.0266,7.0833316
charter,30.290001,2.3101001,0,0,0,1,60.306,60.306,5.29,30.290001,.25369999,.1498,.73689997,2.3101001,3.75
pier,5.29,.4522,0,1,0,0,5.29,5.29,163.99001,198.99001,.53329998,.4522,.2413,1.0266,3.75
pier,4.29,.4522,0,1,0,0,4.29,4.29,132.99001,167.99001,.53329998,.4522,.0156,.0057999999,2.9166665
private,8.29,.73689997,0,0,1,0,94.505997,94.505997,8.29,33.290001,.25369999,.1498,.73689997,2.3101001,6.2500014
charter,30.290001,.0052,0,0,0,1,60.306,60.306,5.29,30.290001,.25369999,.1498,.053100001,.0052,3.75
private,3.29,.053100001,0,0,1,0,37.506001,37.506001,3.29,28.290001,.25369999,.1498,.053100001,.0052,2.0833333
pier,3.29,.4522,0,1,0,0,3.29,3.29,101.99,136.99001,.53329998,.4522,.2413,1.0266,2.0833333
charter,29.290001,2.3101001,0,0,0,1,48.905998,48.905998,4.29,29.290001,.25369999,.1498,.73689997,2.3101001,2.9166665
private,10.29,.73689997,0,0,1,0,117.306,117.306,10.29,35.290001,.25369999,.1498,.73689997,2.3101001,7.9166665
private,6.29,.68169999,0,0,1,0,71.706001,71.706001,6.29,31.290001,.25369999,.1498,.68169999,2.3013999,4.5833321
pier,37.506001,.1498,0,1,0,0,37.506001,37.506001,76.986,95.486,.25369999,.1498,.0233,.0219,2.0833333
private,37.506001,.0102,0,0,1,0,101.99,101.99,37.506001,72.505997,.0678,.078900002,.0102,.0209,2.0833333
pier,37.506001,.1498,0,1,0,0,37.506001,37.506001,76.986,95.486,.25369999,.1498,.0082,.0044,2.0833333
charter,29.290001,2.3013999,0,0,0,1,48.905998,48.905998,4.29,29.290001,.25369999,.1498,.68169999,2.3013999,2.9166665
private,5.29,.73689997,0,0,1,0,60.306,60.306,5.29,30.290001,.25369999,.1498,.73689997,2.3101001,3.75
private,6.29,.68169999,0,0,1,0,71.706001,71.706001,6.29,31.290001,.25369999,.1498,.68169999,2.3013999,4.5833321
private,6.29,.68169999,0,0,1,0,71.706001,71.706001,6.29,31.290001,.25369999,.1498,.68169999,2.3013999,4.5833321
private,132.99001,.0156,0,0,1,0,4.29,4.29,132.99001,167.99001,.53329998,.4522,.0156,.0057999999,2.9166665
private,163.99001,.0361,0,0,1,0,5.29,5.29,163.99001,198.99001,.53329998,.0068999999,.0361,.42160001,3.75
charter,29.290001,2.3013999,0,0,0,1,48.905998,48.905998,4.29,29.290001,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,6.29,.4522,0,1,0,0,6.29,6.29,194.99001,229.99001,.53329998,.4522,.2413,1.0266,4.5833321
charter,40.790001,2.3101001,0,0,0,1,180.006,180.006,15.79,40.790001,.25369999,.1498,.73689997,2.3101001,12.499998
charter,32.290001,2.3013999,0,0,0,1,83.106003,83.106003,7.29,32.290001,.25369999,.1498,.68169999,2.3013999,5.4166665
charter,32.290001,2.3013999,0,0,0,1,83.106003,83.106003,7.29,32.290001,.25369999,.1498,.68169999,2.3013999,5.4166665
pier,37.506001,.1498,0,1,0,0,37.506001,37.506001,76.986,95.486,.25369999,.1498,.0233,.0219,2.0833333
charter,33.290001,2.3013999,0,0,0,1,94.505997,94.505997,8.29,33.290001,.25369999,.1498,.68169999,2.3013999,6.2500014
private,6.29,.68169999,0,0,1,0,71.706001,71.706001,6.29,31.290001,.25369999,.1498,.68169999,2.3013999,4.5833321
private,60.306,.0102,0,0,1,0,163.99001,163.99001,60.306,95.306,.0678,.078900002,.0102,.0209,3.75
private,6.29,.053100001,0,0,1,0,71.706001,71.706001,6.29,31.290001,.25369999,.1498,.053100001,.0052,4.5833321
beach,105.906,.25369999,1,0,0,0,105.906,105.906,217.386,235.886,.25369999,.1498,.0233,.0219,7.0833316
private,39.990002,.1574,0,0,1,0,30.186001,30.186001,39.990002,63.990002,.1049,.0451,.1574,.46709999,.41666669
pier,2.29,.4522,0,1,0,0,2.29,2.29,70.989998,105.99,.53329998,.4522,.2413,1.0266,1.2499998
charter,33.290001,2.3013999,0,0,0,1,94.505997,94.505997,8.29,33.290001,.25369999,.1498,.68169999,2.3013999,6.2500014
pier,1.29,.4522,0,1,0,0,1.29,1.29,39.990002,74.989998,.53329998,.4522,.1665,.39750001,.41666669
private,71.706001,.0559,0,0,1,0,194.99001,194.99001,71.706001,106.706,.0678,.078900002,.0559,.64560002,4.5833321
beach,18.875999,.25369999,1,0,0,0,18.875999,18.875999,81.510002,100.01,.25369999,.1498,.2339,.62879997,2.9166665
private,27.676001,.0143,0,0,1,0,259.14801,259.14801,27.676001,57.175999,.0678,.050299998,.0143,.028899999,4.5833321
charter,74.571999,2.3013999,0,0,0,1,32.076,32.076,49.571999,74.571999,.25369999,.1498,.68169999,2.3013999,5.4166665
private,45.287998,.053100001,0,0,1,0,143.412,143.412,45.287998,70.288002,.25369999,.1498,.053100001,.0052,4.5833321
pier,23.275999,.1498,0,1,0,0,23.275999,23.275999,100.51,119.01,.25369999,.1498,.0082,.0044,3.75
private,69.475998,.0102,0,0,1,0,388.43399,388.43399,69.475998,104.476,.0678,.078900002,.0102,.0209,12.499998
charter,55.888,2.3013999,0,0,0,1,97.811996,97.811996,30.888,55.888,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,52.487999,.4522,0,1,0,0,52.487999,52.487999,309.09601,344.09601,.53329998,.4522,.0156,.0057999999,5.4166665
beach,23.688,.53329998,1,0,0,0,23.688,23.688,139.496,174.496,.53329998,.4522,.0156,.0057999999,2.0833333
charter,132.812,1.0905,0,0,0,1,181.896,181.896,97.811996,132.812,.0678,.078900002,.089699998,1.0905,2.9166665
pier,23.688,.4522,0,1,0,0,23.688,23.688,139.496,174.496,.53329998,.4522,.2413,1.0266,2.0833333
private,106.434,.2413,0,0,1,0,255.14999,255.14999,106.434,141.43401,.53329998,.4522,.2413,1.0266,5.4166665
private,155.802,.0108,0,0,1,0,164.834,164.834,155.802,190.802,.0678,.0024999999,.0108,.2377,8.750001
charter,63.902,.0219,0,0,0,1,45.402,45.402,45.402,63.902,.25369999,.1498,.0233,.0219,2.0833333
beach,62.633999,.0678,1,0,0,0,62.633999,62.633999,123.552,152.552,.0678,.078900002,.0014,.0029,2.9166665
private,86.802002,.0102,0,0,1,0,91.834,91.834,86.802002,121.802,.0678,.078900002,.0102,.0209,4.5833321
charter,149.40199,.0209,0,0,0,1,121.034,121.034,114.402,149.40199,.0678,.078900002,.0102,.0209,6.2500014
beach,121.836,.53329998,1,0,0,0,121.836,121.836,203.34599,238.34599,.53329998,.4522,.2413,1.0266,2.9166665
pier,150.23599,.4522,0,1,0,0,150.23599,150.23599,250.746,285.746,.53329998,.4522,.2413,1.0266,3.75
beach,235.436,.53329998,1,0,0,0,235.436,235.436,392.94601,427.94601,.53329998,.4522,.2413,1.0266,6.2500014
pier,65.036003,.4522,0,1,0,0,65.036003,65.036003,108.546,143.54601,.53329998,.4522,.2413,1.0266,1.2499998
beach,36.636002,.53329998,1,0,0,0,36.636002,36.636002,61.146,96.146004,.53329998,.4522,.1665,.39750001,.41666669
private,235.436,.68169999,0,0,1,0,339.89001,339.89001,235.436,260.436,.25369999,.1498,.68169999,2.3013999,6.2500014
